DailyRate,EmployeeCount,EmployeeNumber,Age,Gender,Education,EducationField,JobRole,Department,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,PerformanceRating,RelationshipSatisfaction,WorkLifeBalance,BusinessTravel,DistanceFromHome,OverTime,MaritalStatus,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Attrition
824,1,1555,32,Female,2,Life Sciences,Research Scientist,Research & Development,4,2,2,3,1,3,Travel_Rarely,5,No,Married,5878,7,1,2,No
1157,1,1556,36,Male,4,Life Sciences,Sales Representative,Sales,3,3,4,4,4,2,Travel_Rarely,2,Yes,Single,2644,3,2,1,No
492,1,1557,48,Female,4,Life Sciences,Sales Executive,Sales,3,3,3,3,3,3,Travel_Rarely,16,No,Divorced,6439,8,7,7,No
598,1,1558,29,Male,3,Life Sciences,Research Scientist,Research & Development,3,4,3,3,1,2,Travel_Rarely,9,No,Married,2451,1,0,0,No
1242,1,1560,33,Male,4,Life Sciences,Sales Executive,Sales,1,3,1,3,4,1,Travel_Rarely,8,No,Married,6392,2,2,2,No
740,1,1562,30,Male,3,Life Sciences,Sales Executive,Sales,2,2,1,3,4,3,Travel_Rarely,1,No,Married,9714,10,8,6,Yes
888,1,1563,38,Male,4,Human Resources,Human Resources,Human Resources,3,3,3,3,3,3,Travel_Frequently,10,No,Married,6077,6,3,1,No
992,1,1564,35,Male,3,Medical,Laboratory Technician,Research & Development,4,2,1,3,2,3,Travel_Rarely,1,No,Single,2450,3,0,1,No
1288,1,1568,30,Male,4,Technical Degree,Sales Executive,Sales,3,3,2,3,2,3,Travel_Rarely,29,No,Married,9250,4,2,1,No
104,1,1569,35,Female,3,Life Sciences,Laboratory Technician,Research & Development,1,3,1,3,4,3,Travel_Rarely,2,Yes,Divorced,2074,1,0,0,Yes
607,1,1572,53,Female,5,Technical Degree,Manufacturing Director,Research & Development,3,2,4,3,2,3,Travel_Rarely,2,No,Married,10169,33,7,1,Yes
903,1,1573,38,Male,3,Medical,Manufacturing Director,Research & Development,3,3,2,3,1,3,Travel_Rarely,2,No,Married,4855,5,2,1,Yes
1200,1,1574,32,Male,4,Technical Degree,Research Scientist,Research & Development,4,3,1,3,2,2,Non-Travel,1,No,Married,4087,6,5,1,No
1108,1,1576,48,Female,4,Other,Research Scientist,Research & Development,3,3,1,3,4,2,Travel_Rarely,15,No,Married,2367,8,2,7,No
479,1,1577,34,Male,4,Medical,Research Scientist,Research & Development,1,3,4,3,3,1,Travel_Rarely,7,No,Single,2972,1,0,0,No
685,1,1578,55,Male,5,Marketing,Manager,Sales,3,2,4,4,3,3,Travel_Rarely,26,No,Married,19586,36,6,2,No
1351,1,1580,34,Male,4,Life Sciences,Research Scientist,Research & Development,2,3,4,3,2,2,Travel_Rarely,1,No,Married,5484,2,2,2,No
474,1,1581,26,Female,3,Life Sciences,Research Scientist,Research & Development,1,3,4,4,1,3,Travel_Rarely,3,No,Married,2061,1,0,0,No
1245,1,1582,38,Male,3,Life Sciences,Sales Executive,Sales,3,3,2,3,4,3,Travel_Rarely,14,No,Married,9924,9,8,7,No
437,1,1583,38,Female,3,Life Sciences,Sales Executive,Sales,2,3,2,3,2,4,Travel_Rarely,16,No,Single,4198,3,2,1,No
884,1,1585,36,Female,4,Life Sciences,Sales Executive,Sales,2,3,3,3,1,3,Travel_Rarely,1,No,Single,6815,1,0,0,No
1370,1,1586,29,Male,1,Medical,Laboratory Technician,Research & Development,2,3,1,3,4,3,Travel_Rarely,3,Yes,Single,4723,10,9,1,No
670,1,1587,35,Female,4,Medical,Healthcare Representative,Research & Development,1,3,3,3,3,3,Travel_Rarely,10,Yes,Single,6142,5,2,0,No
1462,1,1588,39,Male,3,Medical,Sales Executive,Sales,4,4,3,3,1,3,Travel_Rarely,6,No,Married,8237,7,6,7,No
995,1,1590,29,Male,1,Life Sciences,Healthcare Representative,Research & Development,1,3,4,3,4,4,Travel_Frequently,2,No,Divorced,8853,6,4,1,No
264,1,1591,50,Male,3,Marketing,Manager,Sales,3,3,3,3,3,3,Travel_Rarely,9,Yes,Married,19331,1,0,0,No
977,1,1592,23,Male,3,Technical Degree,Research Scientist,Research & Development,4,4,3,3,4,3,Travel_Rarely,10,No,Married,2073,2,2,2,No
1302,1,1594,36,Male,4,Life Sciences,Laboratory Technician,Research & Development,1,4,1,3,4,3,Travel_Frequently,6,Yes,Married,5562,3,2,0,No
1059,1,1595,42,Male,2,Other,Manager,Research & Development,4,2,4,4,4,3,Travel_Rarely,9,No,Single,19613,1,0,0,No
750,1,1596,35,Male,3,Life Sciences,Laboratory Technician,Research & Development,2,4,3,3,4,2,Travel_Rarely,28,No,Married,3407,10,9,6,No
653,1,1597,34,Male,4,Technical Degree,Healthcare Representative,Research & Development,4,2,3,3,2,2,Travel_Frequently,10,No,Married,5063,8,2,7,No
118,1,1598,40,Female,2,Life Sciences,Sales Executive,Sales,4,3,1,3,3,3,Travel_Rarely,14,No,Married,4639,5,4,1,No
990,1,1599,43,Male,3,Technical Degree,Laboratory Technician,Research & Development,4,4,2,3,3,3,Travel_Rarely,27,No,Divorced,4876,6,4,0,No
1349,1,1601,35,Male,2,Life Sciences,Laboratory Technician,Research & Development,3,2,4,3,4,2,Travel_Rarely,7,No,Married,2690,1,0,0,No
563,1,1602,46,Male,4,Life Sciences,Manager,Sales,4,4,1,3,2,1,Travel_Rarely,1,No,Single,17567,26,0,0,No
329,1,1604,28,Male,3,Medical,Laboratory Technician,Research & Development,3,3,2,3,3,3,Travel_Rarely,24,Yes,Married,2408,1,1,0,Yes
457,1,1605,22,Female,2,Other,Research Scientist,Research & Development,2,2,3,3,2,2,Non-Travel,26,Yes,Married,2814,4,2,1,No
1234,1,1606,50,Male,5,Medical,Healthcare Representative,Research & Development,2,3,3,3,3,3,Travel_Frequently,20,Yes,Married,11245,30,8,12,No
634,1,1607,32,Female,4,Other,Research Scientist,Research & Development,2,4,4,3,4,3,Travel_Rarely,5,No,Married,3312,3,2,0,No
1313,1,1608,44,Female,3,Medical,Research Director,Research & Development,2,3,4,3,4,2,Travel_Rarely,7,Yes,Divorced,19049,22,7,1,No
241,1,1609,30,Male,3,Medical,Research Scientist,Research & Development,2,2,2,3,2,2,Travel_Rarely,7,No,Married,2141,6,4,1,No
1015,1,1611,45,Female,5,Medical,Laboratory Technician,Research & Development,3,1,1,3,1,3,Travel_Rarely,5,Yes,Single,5769,10,7,1,No
336,1,1612,45,Male,3,Marketing,Sales Executive,Sales,1,2,1,3,1,3,Non-Travel,26,No,Married,4385,10,7,4,No
715,1,1613,31,Male,4,Other,Sales Executive,Sales,4,3,1,3,4,3,Travel_Frequently,2,No,Single,5332,5,2,0,No
559,1,1614,36,Female,4,Life Sciences,Manufacturing Director,Research & Development,3,3,3,3,2,3,Travel_Rarely,12,Yes,Married,4663,3,2,1,No
426,1,1615,34,Male,4,Life Sciences,Manufacturing Director,Research & Development,3,4,4,3,1,3,Travel_Frequently,10,No,Divorced,4724,9,7,7,No
722,1,1617,49,Female,4,Life Sciences,Laboratory Technician,Research & Development,3,3,1,3,4,2,Travel_Rarely,25,No,Married,3211,9,6,1,No
1387,1,1618,39,Male,5,Medical,Manufacturing Director,Research & Development,2,3,1,3,4,3,Travel_Rarely,10,No,Married,5377,7,7,7,No
1302,1,1619,27,Male,3,Other,Laboratory Technician,Research & Development,4,2,1,3,1,3,Travel_Rarely,19,No,Divorced,4066,7,7,0,No
819,1,1621,35,Male,5,Life Sciences,Research Scientist,Research & Development,2,4,1,3,4,3,Travel_Rarely,18,No,Married,5208,16,15,1,No
580,1,1622,28,Female,3,Medical,Manufacturing Director,Research & Development,2,1,1,4,2,2,Travel_Rarely,27,No,Divorced,4877,5,3,0,No
546,1,1623,21,Male,1,Medical,Research Scientist,Research & Development,3,3,4,3,3,3,Travel_Rarely,5,No,Single,3117,2,2,2,No
544,1,1624,18,Female,2,Medical,Sales Representative,Sales,2,3,4,3,3,4,Travel_Frequently,3,Yes,Single,1569,0,0,0,Yes
1176,1,1625,47,Female,4,Life Sciences,Manager,Human Resources,4,3,3,3,3,3,Travel_Rarely,26,No,Married,19658,5,2,1,No
170,1,1627,39,Male,2,Medical,Laboratory Technician,Research & Development,3,2,3,3,4,3,Travel_Rarely,3,No,Divorced,3069,10,8,0,No
884,1,1628,40,Female,3,Life Sciences,Manufacturing Director,Research & Development,1,2,3,3,4,3,Travel_Rarely,15,No,Married,10435,18,15,14,No
208,1,1630,35,Female,4,Life Sciences,Healthcare Representative,Research & Development,3,3,3,3,4,3,Non-Travel,8,No,Married,4148,14,11,2,No
671,1,1631,37,Male,3,Life Sciences,Manufacturing Director,Research & Development,3,3,3,3,1,2,Travel_Rarely,19,No,Married,5768,4,3,0,No
711,1,1633,39,Female,3,Medical,Manufacturing Director,Research & Development,1,3,3,3,4,1,Travel_Frequently,4,No,Single,5042,9,2,3,No
1329,1,1635,45,Female,2,Other,Manufacturing Director,Research & Development,4,2,4,3,1,3,Travel_Rarely,2,No,Divorced,5770,10,7,3,No
397,1,1638,38,Female,2,Medical,Manufacturing Director,Research & Development,4,2,3,3,4,4,Travel_Rarely,2,Yes,Married,7756,5,4,0,No
737,1,1639,35,Male,3,Medical,Sales Executive,Sales,4,2,1,3,3,3,Travel_Rarely,10,No,Married,10306,13,12,6,Yes
1470,1,1640,37,Female,3,Medical,Research Scientist,Research & Development,2,3,2,3,1,1,Travel_Rarely,10,No,Married,3936,8,4,7,No
448,1,1641,40,Female,3,Life Sciences,Manufacturing Director,Research & Development,3,3,4,3,4,2,Travel_Rarely,16,Yes,Single,7945,4,2,3,No
602,1,1642,44,Male,5,Human Resources,Human Resources,Human Resources,1,3,4,3,3,3,Travel_Frequently,1,Yes,Married,5743,10,7,0,No
365,1,1644,48,Male,5,Medical,Manager,Research & Development,3,2,4,4,2,3,Travel_Frequently,4,No,Married,15202,2,2,2,No
763,1,1645,35,Male,2,Medical,Sales Executive,Sales,1,1,4,3,4,2,Travel_Rarely,15,Yes,Divorced,5440,2,2,2,Yes
567,1,1646,24,Female,1,Technical Degree,Research Scientist,Research & Development,1,3,4,3,3,3,Travel_Frequently,2,Yes,Single,3760,6,3,1,No
486,1,1647,27,Female,3,Medical,Research Scientist,Research & Development,2,4,3,3,1,3,Travel_Rarely,8,No,Married,3517,3,2,0,No
591,1,1648,27,Male,3,Medical,Research Scientist,Research & Development,4,3,4,3,3,2,Travel_Frequently,2,No,Single,2580,4,2,1,No
1329,1,1649,40,Male,3,Life Sciences,Laboratory Technician,Research & Development,1,3,1,3,2,1,Travel_Rarely,7,Yes,Single,2166,4,2,0,Yes
469,1,1650,29,Male,3,Medical,Sales Executive,Sales,3,2,3,3,3,3,Travel_Rarely,10,No,Single,5869,5,2,1,No
711,1,1651,36,Female,4,Life Sciences,Healthcare Representative,Research & Development,2,3,1,3,3,3,Travel_Rarely,5,No,Married,8008,3,2,0,No
772,1,1653,25,Male,1,Life Sciences,Manufacturing Director,Research & Development,4,4,3,3,3,3,Travel_Frequently,2,No,Divorced,5206,7,7,0,No
492,1,1654,39,Male,3,Medical,Manufacturing Director,Research & Development,4,3,2,4,3,3,Travel_Rarely,12,No,Married,5295,5,4,1,No
301,1,1655,49,Female,4,Other,Research Director,Research & Development,1,3,2,3,2,3,Travel_Rarely,22,No,Married,16413,4,2,1,No
813,1,1656,50,Female,5,Life Sciences,Research Director,Research & Development,4,2,1,3,3,3,Travel_Rarely,17,No,Divorced,13269,14,11,1,No
1141,1,1657,20,Female,3,Medical,Sales Representative,Sales,3,3,3,3,1,3,Travel_Rarely,2,No,Single,2783,2,2,2,No
1130,1,1658,34,Female,3,Life Sciences,Research Scientist,Research & Development,4,3,2,3,3,3,Travel_Rarely,3,No,Divorced,5433,11,8,7,No
311,1,1659,36,Male,3,Life Sciences,Laboratory Technician,Research & Development,1,3,2,3,3,3,Travel_Rarely,7,No,Single,2013,4,3,1,No
465,1,1661,49,Female,1,Life Sciences,Healthcare Representative,Research & Development,3,2,3,3,2,3,Travel_Rarely,6,Yes,Married,13966,15,11,2,No
894,1,1662,36,Female,4,Medical,Manufacturing Director,Research & Development,4,2,3,3,3,3,Non-Travel,1,No,Married,4374,3,2,1,No
1040,1,1664,36,Male,2,Life Sciences,Healthcare Representative,Research & Development,4,4,1,4,1,3,Travel_Rarely,3,No,Divorced,6842,5,4,0,No
584,1,1665,54,Female,5,Medical,Manager,Research & Development,2,3,3,4,3,3,Travel_Rarely,22,No,Married,17426,10,8,4,No
1291,1,1666,43,Male,2,Life Sciences,Research Director,Research & Development,3,2,3,4,1,3,Travel_Rarely,15,No,Married,17603,14,10,6,No
880,1,1667,35,Male,4,Other,Sales Executive,Sales,4,3,4,4,1,4,Travel_Frequently,12,Yes,Single,4581,11,9,6,Yes
1189,1,1668,38,Male,3,Life Sciences,Research Scientist,Research & Development,4,3,4,3,4,4,Travel_Frequently,1,No,Married,4735,13,11,2,No
991,1,1669,29,Male,3,Medical,Sales Executive,Sales,1,2,2,3,2,2,Travel_Rarely,5,Yes,Divorced,4187,10,0,0,No
392,1,1670,33,Male,4,Medical,Sales Executive,Sales,4,3,4,3,3,3,Travel_Rarely,2,No,Divorced,5505,6,2,0,No
977,1,1671,32,Male,3,Medical,Research Scientist,Research & Development,4,3,2,3,3,2,Travel_Rarely,2,No,Divorced,5470,9,5,1,No
1112,1,1673,31,Female,4,Life Sciences,Sales Executive,Sales,1,3,4,3,1,3,Travel_Rarely,5,No,Married,5476,10,0,0,No
464,1,1674,49,Female,3,Medical,Laboratory Technician,Research & Development,4,3,1,3,2,2,Travel_Rarely,16,Yes,Divorced,2587,2,2,2,No
148,1,1675,38,Female,3,Medical,Laboratory Technician,Research & Development,4,2,2,4,2,3,Travel_Frequently,2,No,Single,2440,4,3,3,No
1225,1,1676,47,Female,4,Life Sciences,Manager,Sales,2,4,2,3,3,3,Travel_Rarely,2,No,Divorced,15972,3,2,1,No
809,1,1677,49,Male,3,Life Sciences,Manager,Research & Development,3,3,3,3,1,3,Travel_Rarely,1,No,Single,15379,8,7,0,No
1206,1,1678,41,Male,2,Life Sciences,Sales Executive,Sales,4,3,3,3,4,3,Travel_Rarely,23,Yes,Single,7082,2,0,0,No
727,1,1680,20,Male,1,Life Sciences,Sales Representative,Sales,4,3,1,3,1,3,Travel_Rarely,9,No,Single,2728,2,2,0,No
530,1,1681,33,Female,3,Life Sciences,Sales Executive,Sales,3,3,4,4,3,3,Non-Travel,16,Yes,Divorced,5368,6,5,1,No
1351,1,1682,36,Male,4,Life Sciences,Healthcare Representative,Research & Development,1,3,3,3,2,2,Travel_Rarely,26,No,Married,5347,3,2,0,No
528,1,1683,44,Female,3,Life Sciences,Human Resources,Human Resources,3,3,4,3,1,3,Travel_Rarely,1,Yes,Divorced,3195,2,2,2,No
1320,1,1684,23,Male,1,Medical,Laboratory Technician,Research & Development,4,2,3,3,1,3,Travel_Rarely,8,Yes,Single,3989,5,4,1,Yes
1495,1,1687,38,Female,2,Medical,Laboratory Technician,Research & Development,4,3,3,3,4,2,Travel_Rarely,4,No,Married,3306,0,0,0,No
1395,1,1689,53,Male,4,Medical,Healthcare Representative,Research & Development,2,4,4,3,3,3,Travel_Rarely,24,No,Married,7005,4,3,1,No
708,1,1691,48,Female,2,Medical,Sales Representative,Sales,4,3,3,3,3,3,Travel_Frequently,7,Yes,Married,2655,9,7,7,Yes
1259,1,1692,32,Male,4,Life Sciences,Laboratory Technician,Research & Development,4,3,2,3,1,3,Travel_Rarely,2,No,Single,1393,1,0,0,Yes
786,1,1693,26,Male,3,Medical,Laboratory Technician,Research & Development,4,3,4,4,3,3,Non-Travel,7,No,Single,2570,7,7,5,No
1441,1,1694,55,Male,3,Technical Degree,Research Scientist,Research & Development,1,2,2,3,4,3,Travel_Rarely,22,No,Divorced,3537,4,2,1,No
1157,1,1696,34,Male,2,Medical,Laboratory Technician,Research & Development,2,2,4,3,3,4,Travel_Rarely,5,No,Married,3986,15,10,4,No
370,1,1697,60,Male,4,Medical,Healthcare Representative,Research & Development,3,1,4,4,3,4,Travel_Rarely,1,No,Divorced,10883,1,0,0,No
267,1,1698,33,Male,3,Medical,Laboratory Technician,Research & Development,2,4,2,3,4,3,Travel_Rarely,21,No,Married,2028,14,11,2,No
1278,1,1700,37,Male,4,Medical,Sales Executive,Sales,3,1,4,3,3,2,Travel_Frequently,1,No,Divorced,9525,6,3,1,No
678,1,1701,34,Female,3,Life Sciences,Research Scientist,Research & Development,2,2,4,3,2,3,Travel_Rarely,19,No,Married,2929,10,9,8,No
427,1,1702,23,Male,3,Life Sciences,Sales Representative,Sales,3,3,4,4,2,3,Travel_Rarely,7,Yes,Divorced,2275,3,2,0,Yes
921,1,1703,44,Female,3,Life Sciences,Healthcare Representative,Research & Development,3,4,4,3,2,3,Travel_Rarely,2,Yes,Married,7879,8,7,6,No
146,1,1704,35,Male,4,Medical,Research Scientist,Research & Development,1,2,4,3,3,4,Travel_Frequently,2,Yes,Single,4930,5,4,1,No
1179,1,1706,43,Male,3,Medical,Sales Executive,Sales,4,3,4,3,1,3,Travel_Rarely,2,Yes,Married,7847,10,9,8,No
581,1,1707,24,Male,3,Medical,Research Scientist,Research & Development,3,4,3,3,4,3,Travel_Rarely,9,No,Married,4401,5,3,0,No
918,1,1708,41,Male,3,Marketing,Sales Executive,Sales,4,3,3,3,2,3,Travel_Rarely,6,No,Single,9241,10,8,8,No
1082,1,1709,29,Female,4,Medical,Laboratory Technician,Research & Development,4,3,3,3,3,3,Travel_Rarely,9,No,Married,2974,5,3,1,No
530,1,1710,36,Female,4,Life Sciences,Sales Representative,Sales,3,3,4,3,3,2,Travel_Rarely,2,No,Single,4502,13,7,6,No
1238,1,1712,45,Male,1,Life Sciences,Healthcare Representative,Research & Development,3,2,3,4,4,2,Non-Travel,1,No,Married,10748,23,15,14,No
240,1,1714,24,Male,1,Human Resources,Human Resources,Human Resources,4,1,3,3,3,3,Travel_Rarely,22,No,Married,1555,1,0,0,Yes
1093,1,1716,47,Male,3,Life Sciences,Sales Executive,Sales,3,1,3,3,3,1,Travel_Frequently,9,No,Married,12936,23,5,14,Yes
390,1,1718,26,Male,4,Medical,Laboratory Technician,Research & Development,4,1,3,3,3,4,Travel_Rarely,17,No,Married,2305,3,2,0,No
1005,1,1719,45,Female,2,Technical Degree,Research Director,Research & Development,4,2,2,3,3,3,Travel_Rarely,28,No,Single,16704,21,6,8,No
585,1,1720,32,Male,3,Life Sciences,Research Scientist,Research & Development,1,3,3,3,1,2,Travel_Frequently,10,No,Married,3433,5,2,1,No
741,1,1721,31,Male,4,Life Sciences,Laboratory Technician,Research & Development,2,3,3,3,4,4,Travel_Rarely,2,No,Married,3477,5,2,0,No
552,1,1722,41,Male,3,Human Resources,Human Resources,Human Resources,3,1,2,3,2,3,Non-Travel,4,No,Married,6430,3,2,1,No
369,1,1724,40,Female,2,Life Sciences,Manufacturing Director,Research & Development,2,3,1,3,2,3,Travel_Rarely,8,Yes,Married,6516,1,0,0,No
506,1,1725,24,Male,1,Medical,Laboratory Technician,Research & Development,2,3,1,3,2,4,Travel_Rarely,29,No,Divorced,3907,6,2,1,No
717,1,1727,46,Male,4,Life Sciences,Healthcare Representative,Research & Development,3,3,2,3,4,3,Travel_Rarely,13,No,Single,5562,10,7,0,No
1370,1,1728,35,Male,4,Life Sciences,Manufacturing Director,Research & Development,4,3,3,3,2,3,Travel_Rarely,27,No,Married,6883,7,7,0,No
793,1,1729,30,Male,1,Life Sciences,Research Scientist,Research & Development,2,3,4,3,2,2,Travel_Rarely,16,No,Married,2862,10,0,0,No
543,1,1731,47,Male,4,Marketing,Sales Executive,Sales,3,3,2,3,4,1,Non-Travel,2,No,Married,4978,1,0,0,No
1277,1,1732,46,Male,3,Life Sciences,Sales Executive,Sales,3,3,4,3,2,2,Travel_Rarely,2,Yes,Divorced,10368,10,6,0,No
1456,1,1733,36,Male,5,Marketing,Sales Executive,Sales,2,2,1,3,2,3,Travel_Rarely,13,Yes,Divorced,6134,2,2,2,Yes
964,1,1734,32,Male,2,Life Sciences,Sales Executive,Sales,1,1,2,3,2,3,Travel_Rarely,1,No,Single,6735,0,0,0,Yes
160,1,1735,23,Female,1,Medical,Laboratory Technician,Research & Development,3,3,2,3,3,1,Travel_Rarely,4,No,Single,3295,3,2,1,No
163,1,1736,31,Female,1,Technical Degree,Manufacturing Director,Research & Development,4,3,4,4,4,2,Travel_Frequently,24,No,Single,5238,5,4,1,No
792,1,1737,39,Male,3,Life Sciences,Laboratory Technician,Research & Development,4,3,4,3,4,3,Non-Travel,1,Yes,Married,6472,9,8,5,No
371,1,1739,32,Male,3,Life Sciences,Sales Executive,Sales,4,1,3,3,3,1,Travel_Rarely,19,No,Married,9610,4,3,0,No
611,1,1740,40,Male,4,Medical,Manager,Sales,2,3,2,3,2,2,Travel_Rarely,7,No,Single,19833,21,8,12,No
176,1,1744,45,Female,3,Life Sciences,Human Resources,Human Resources,3,1,3,4,3,4,Travel_Rarely,4,No,Married,9756,5,0,0,No
1312,1,1745,30,Female,4,Technical Degree,Research Scientist,Research & Development,4,2,1,3,4,3,Travel_Frequently,2,No,Single,4968,9,7,0,No
897,1,1746,24,Male,3,Medical,Human Resources,Human Resources,1,3,4,3,4,3,Travel_Frequently,10,No,Married,2145,2,2,2,No
600,1,1747,30,Female,3,Human Resources,Human Resources,Human Resources,3,2,4,3,3,2,Travel_Frequently,8,No,Divorced,2180,4,2,1,Yes
1003,1,1749,31,Male,3,Technical Degree,Sales Executive,Sales,1,3,3,3,3,3,Travel_Rarely,5,No,Married,8346,5,2,0,No
1054,1,1751,27,Female,3,Medical,Research Scientist,Research & Development,3,3,4,3,3,2,Travel_Rarely,8,No,Single,3445,6,2,1,No
428,1,1752,29,Female,3,Marketing,Sales Representative,Sales,2,1,2,3,3,3,Travel_Rarely,9,No,Single,2760,2,2,2,Yes
461,1,1753,29,Male,3,Life Sciences,Healthcare Representative,Research & Development,4,4,3,3,4,4,Travel_Frequently,1,Yes,Single,6294,3,2,0,No
979,1,1754,30,Male,2,Marketing,Sales Executive,Sales,3,2,1,3,1,3,Travel_Rarely,15,No,Divorced,7140,7,7,1,No
181,1,1755,34,Male,4,Medical,Research Scientist,Research & Development,4,4,4,3,1,3,Travel_Rarely,2,Yes,Married,2932,5,0,1,No
1283,1,1756,33,Female,3,Marketing,Sales Executive,Sales,4,3,2,3,4,2,Non-Travel,2,No,Single,5147,11,7,1,No
1313,1,1757,49,Female,4,Marketing,Sales Executive,Sales,4,3,4,3,3,4,Travel_Rarely,11,No,Single,4507,5,1,0,No
211,1,1758,33,Female,3,Life Sciences,Sales Executive,Sales,1,3,1,4,3,2,Travel_Rarely,16,Yes,Single,8564,0,0,0,Yes
594,1,1760,38,Female,2,Medical,Laboratory Technician,Research & Development,3,2,2,3,2,2,Travel_Frequently,2,No,Married,2468,6,1,0,No
1079,1,1761,31,Male,4,Marketing,Sales Executive,Sales,1,3,3,3,1,3,Travel_Rarely,16,No,Married,8161,1,0,0,Yes
590,1,1762,29,Female,3,Technical Degree,Research Scientist,Research & Development,4,2,1,3,3,3,Travel_Rarely,4,No,Divorced,2109,1,0,0,No
305,1,1763,30,Male,3,Life Sciences,Healthcare Representative,Research & Development,3,4,3,3,3,3,Travel_Rarely,16,No,Married,5294,7,0,1,No
953,1,1764,32,Male,4,Technical Degree,Research Scientist,Research & Development,2,3,2,3,2,3,Non-Travel,5,No,Single,2718,7,7,0,No
833,1,1766,38,Male,3,Medical,Healthcare Representative,Research & Development,2,1,4,3,3,3,Travel_Rarely,18,Yes,Married,5811,1,0,1,No
807,1,1767,43,Male,3,Technical Degree,Research Scientist,Research & Development,3,2,3,3,4,3,Travel_Frequently,17,Yes,Married,2437,1,0,0,Yes
855,1,1768,42,Male,3,Medical,Laboratory Technician,Research & Development,2,3,2,4,2,2,Travel_Rarely,12,No,Divorced,2766,5,3,0,No
478,1,1770,55,Male,3,Medical,Research Director,Research & Development,3,2,1,3,2,3,Travel_Rarely,2,No,Married,19038,1,0,0,No
775,1,1771,33,Male,3,Technical Degree,Research Scientist,Research & Development,4,3,2,3,4,2,Non-Travel,4,No,Divorced,3055,9,8,1,No
548,1,1772,41,Male,4,Life Sciences,Laboratory Technician,Research & Development,3,3,1,4,2,3,Travel_Rarely,9,No,Divorced,2289,5,3,0,No
1375,1,1774,34,Male,3,Life Sciences,Sales Executive,Sales,4,3,3,3,3,3,Non-Travel,10,Yes,Divorced,4001,15,14,0,No
661,1,1775,53,Female,4,Medical,Manufacturing Director,Research & Development,1,2,3,4,4,2,Non-Travel,1,Yes,Married,12965,3,2,0,No
244,1,1778,43,Male,3,Life Sciences,Human Resources,Human Resources,2,3,4,3,2,3,Travel_Rarely,2,No,Single,3539,9,7,1,No
511,1,1779,34,Female,2,Life Sciences,Sales Executive,Sales,4,1,4,3,1,3,Travel_Rarely,3,No,Single,6029,2,2,2,No
337,1,1780,21,Male,1,Marketing,Sales Representative,Sales,2,3,2,3,2,3,Travel_Rarely,7,No,Single,2679,1,0,1,Yes
1153,1,1782,38,Female,2,Other,Laboratory Technician,Research & Development,4,2,3,3,2,3,Travel_Rarely,6,No,Married,3702,5,4,0,No
1294,1,1783,22,Female,1,Medical,Laboratory Technician,Research & Development,3,3,1,3,3,3,Travel_Rarely,8,Yes,Married,2398,1,0,0,Yes
196,1,1784,31,Female,4,Marketing,Sales Executive,Sales,1,2,4,3,1,3,Travel_Rarely,29,No,Married,5468,12,7,5,No
942,1,1786,51,Female,3,Technical Degree,Manager,Research & Development,1,3,3,3,4,3,Travel_Rarely,3,No,Married,13116,2,2,2,No
589,1,1787,37,Male,2,Marketing,Sales Executive,Sales,2,2,2,3,1,3,Travel_Rarely,9,No,Married,4189,5,2,0,No
734,1,1789,46,Male,4,Medical,Research Director,Research & Development,3,3,4,3,3,3,Travel_Rarely,2,Yes,Divorced,19328,2,1,2,No
1383,1,1790,36,Male,3,Life Sciences,Healthcare Representative,Research & Development,4,3,1,3,4,3,Travel_Rarely,10,Yes,Married,8321,12,8,5,No
429,1,1792,44,Male,2,Medical,Research Scientist,Research & Development,3,3,2,3,3,2,Travel_Frequently,1,Yes,Divorced,2342,5,3,2,Yes
1239,1,1794,37,Male,2,Other,Human Resources,Human Resources,3,3,2,3,3,2,Travel_Rarely,8,No,Divorced,4071,10,0,4,No
303,1,1797,35,Male,3,Life Sciences,Sales Executive,Sales,3,3,4,3,4,3,Travel_Rarely,27,Yes,Single,5813,10,7,7,Yes
867,1,1798,33,Male,4,Life Sciences,Research Scientist,Research & Development,4,4,1,3,2,3,Travel_Rarely,8,No,Married,3143,10,8,7,No
1181,1,1799,28,Male,3,Life Sciences,Research Scientist,Research & Development,3,3,4,3,3,4,Travel_Rarely,1,No,Married,2044,5,3,0,No
1253,1,1800,39,Male,1,Medical,Research Director,Research & Development,3,3,3,4,3,3,Travel_Rarely,10,No,Single,13464,4,3,2,No
849,1,1801,46,Male,2,Life Sciences,Sales Executive,Sales,2,2,2,3,3,3,Non-Travel,26,No,Single,7991,2,2,2,No
616,1,1802,40,Female,2,Life Sciences,Laboratory Technician,Research & Development,3,3,1,3,4,2,Travel_Rarely,2,No,Married,3377,4,3,0,No
1128,1,1803,42,Male,3,Medical,Healthcare Representative,Research & Development,2,4,1,3,3,2,Travel_Rarely,13,No,Married,5538,0,0,0,No
1180,1,1804,35,Male,2,Medical,Manufacturing Director,Research & Development,2,3,4,3,3,3,Non-Travel,2,No,Divorced,5762,7,7,1,No
1336,1,1805,38,Male,3,Human Resources,Human Resources,Human Resources,1,3,2,3,4,3,Non-Travel,2,No,Divorced,2592,11,10,3,No
