name,japanese_name,generation,classfication,type1,type2,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,base_egg_steps,base_happiness,base_total,attack,defense,sp_attack,sp_defense,capture_rate,experience_growth,speed,height_m,weight_kg,hp,pokedex_number,is_legendary
Tynamo,Shibishirasuシビシラス,5,EleFish Pokémon,electric,,['Levitate'],1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5120,70,275,55,40,45,40,190,1250000,60,0.2,0.3,35,602,No
Eelektrik,Shibibeelシビビール,5,EleFish Pokémon,electric,,['Levitate'],1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5120,70,405,85,70,75,70,60,1250000,40,1.2,22.0,65,603,No
Eelektross,Shibirudonシビルドン,5,EleFish Pokémon,electric,,['Levitate'],1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5120,70,515,115,80,105,80,30,1250000,50,2.1,80.5,85,604,No
Elgyem,Ligrayリグレー,5,Cerebral Pokémon,psychic,,"['Telepathy', 'Synchronize', 'Analytic']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5120,70,335,55,55,85,55,255,1000000,30,0.5,9.0,55,605,No
Beheeyem,Ohbemオーベム,5,Cerebral Pokémon,psychic,,"['Telepathy', 'Synchronize', 'Analytic']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5120,70,485,75,75,125,95,90,1000000,40,1.0,34.5,75,606,No
Litwick,Hitomoshiヒトモシ,5,Candle Pokémon,ghost,fire,"['Flash Fire', 'Flame Body', 'Infiltrator']",0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,5120,70,275,30,55,65,55,190,1059860,20,0.3,3.1,50,607,No
Lampent,Lamplerランプラー,5,Lamp Pokémon,ghost,fire,"['Flash Fire', 'Flame Body', 'Infiltrator']",0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,5120,70,370,40,60,95,60,90,1059860,55,0.6,13.0,60,608,No
Chandelure,Chandelaシャンデラ,5,Luring Pokémon,ghost,fire,"['Flash Fire', 'Flame Body', 'Infiltrator']",0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,5120,70,520,55,90,145,90,45,1059860,80,1.0,34.3,60,609,No
Axew,Kibagoキバゴ,5,Tusk Pokémon,dragon,,"['Rivalry', 'Mold Breaker', 'Unnerve']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,10240,35,320,87,60,30,40,75,1250000,57,0.6,18.0,46,610,No
Fraxure,Onondoオノンド,5,Axe Jaw Pokémon,dragon,,"['Rivalry', 'Mold Breaker', 'Unnerve']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,10240,35,410,117,70,40,50,60,1250000,67,1.0,36.0,66,611,No
Haxorus,Ononokusオノノクス,5,Axe Jaw Pokémon,dragon,,"['Rivalry', 'Mold Breaker', 'Unnerve']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,10240,35,540,147,90,60,70,45,1250000,97,1.8,105.5,76,612,No
Cubchoo,Kumasyunクマシュン,5,Chill Pokémon,ice,,"['Snow Cloak', 'Slush Rush', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,5120,70,305,70,40,60,40,120,1000000,40,0.5,8.5,55,613,No
Beartic,Tunbearツンベアー,5,Freezing Pokémon,ice,,"['Snow Cloak', 'Slush Rush', 'Swift Swim']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,5120,70,505,130,80,70,80,60,1000000,50,2.6,260.0,95,614,No
Cryogonal,Freegeoフリージオ,5,Crystallizing Pokémon,ice,,['Levitate'],1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,6400,70,515,50,50,95,135,25,1000000,105,1.1,148.0,80,615,No
Shelmet,Chobomakiチョボマキ,5,Snail Pokémon,bug,,"['Hydration', 'Shell Armor', 'Overcoat']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3840,70,305,40,85,40,65,200,1000000,25,0.4,7.7,50,616,No
Accelgor,Agilderアギルダー,5,Shell Out Pokémon,bug,,"['Hydration', 'Sticky Hold', 'Unburden']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3840,70,495,70,40,100,60,75,1000000,145,0.8,25.3,80,617,No
Stunfisk,Maggyoマッギョ,5,Trap Pokémon,ground,electric,"['Static', 'Limber', 'Sand Veil']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,5120,70,471,66,84,81,99,75,1000000,32,0.7,11.0,109,618,No
Mienfoo,Kojofuコジョフー,5,Martial Arts Pokémon,fighting,,"['Inner Focus', 'Regenerator', 'Reckless']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,6400,70,350,85,50,55,50,180,1059860,65,0.9,20.0,45,619,No
Mienshao,Kojondoコジョンド,5,Martial Arts Pokémon,fighting,,"['Inner Focus', 'Regenerator', 'Reckless']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,6400,70,510,125,60,95,60,45,1059860,105,1.4,35.5,65,620,No
Druddigon,Crimganクリムガン,5,Cave Pokémon,dragon,,"['Rough Skin', 'Sheer Force', 'Mold Breaker']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,7680,70,485,120,90,60,90,45,1000000,48,1.6,139.0,77,621,No
Golett,Gobitゴビット,5,Automaton Pokémon,ground,ghost,"['Iron Fist', 'Klutz', 'No Guard']",0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,6400,70,303,74,50,35,50,190,1000000,35,1.0,92.0,59,622,No
Golurk,Goloogゴルーグ,5,Automaton Pokémon,ground,ghost,"['Iron Fist', 'Klutz', 'No Guard']",0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,6400,70,483,124,80,55,80,90,1000000,55,2.8,330.0,89,623,No
Pawniard,Komatanaコマタナ,5,Sharp Blade Pokémon,dark,steel,"['Defiant', 'Inner Focus', 'Pressure']",1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,5120,35,340,85,70,40,40,120,1000000,60,0.5,10.2,45,624,No
Bisharp,Kirikizanキリキザン,5,Sword Blade Pokémon,dark,steel,"['Defiant', 'Inner Focus', 'Pressure']",1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,5120,35,490,125,100,60,70,45,1000000,70,1.6,70.0,65,625,No
Bouffalant,Buffronバッフロン,5,Bash Buffalo Pokémon,normal,,"['Reckless', 'Sap Sipper', 'Soundproof']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120,70,490,110,95,40,95,45,1000000,55,1.6,94.6,95,626,No
Rufflet,Washibonワシボン,5,Eaglet Pokémon,normal,flying,"['Keen Eye', 'Sheer Force', 'Hustle']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5120,70,350,83,50,37,50,190,1250000,60,0.5,10.5,70,627,No
Braviary,Warrgleウォーグル,5,Valiant Pokémon,normal,flying,"['Keen Eye', 'Sheer Force', 'Defiant']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5120,70,510,123,75,57,75,60,1250000,80,1.5,41.0,100,628,No
Vullaby,Valchaiバルチャイ,5,Diapered Pokémon,dark,flying,"['Big Pecks', 'Overcoat', 'Weak Armor']",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,5120,35,370,55,75,45,65,190,1250000,60,0.5,9.0,70,629,No
Mandibuzz,Vulginaバルジーナ,5,Bone Vulture Pokémon,dark,flying,"['Big Pecks', 'Overcoat', 'Weak Armor']",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,5120,35,510,65,105,55,95,60,1250000,80,1.2,39.5,110,630,No
Heatmor,Kuitaranクイタラン,5,Anteater Pokémon,fire,,"['Gluttony', 'Flash Fire', 'White Smoke']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,5120,70,484,97,66,105,66,90,1000000,65,1.4,58.0,85,631,No
Durant,Aiantアイアント,5,Iron Ant Pokémon,bug,steel,"['Swarm', 'Hustle', 'Truant']",0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,5120,70,484,109,112,48,48,90,1000000,109,0.3,33.0,58,632,No
Deino,Monozuモノズ,5,Irate Pokémon,dark,dragon,['Hustle'],2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,10240,35,300,65,50,45,50,45,1250000,38,0.8,17.3,52,633,No
Zweilous,Diheadジヘッド,5,Hostile Pokémon,dark,dragon,['Hustle'],2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,10240,35,420,85,70,65,70,45,1250000,58,1.4,50.0,72,634,No
Hydreigon,Sazandoraサザンドラ,5,Brutal Pokémon,dark,dragon,['Levitate'],2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,10240,35,600,105,90,125,90,45,1250000,98,1.8,160.0,92,635,No
Larvesta,Merlarvaメラルバ,5,Torch Pokémon,bug,fire,"['Flame Body', 'Swarm']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,10240,70,360,85,55,50,55,45,1250000,60,1.1,28.8,55,636,No
Volcarona,Ulgamothウルガモス,5,Sun Pokémon,bug,fire,"['Flame Body', 'Swarm']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,10240,70,550,60,65,135,105,15,1250000,100,1.6,46.0,85,637,No
Cobalion,Cobalonコバルオン,5,Iron Will Pokémon,steel,fighting,['Justified'],0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0,20480,35,580,90,129,90,72,3,1250000,108,2.1,250.0,91,638,Yes
Terrakion,Terrakionテラキオン,5,Cavern Pokémon,rock,fighting,['Justified'],0.5,0.5,1.0,1.0,2.0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,0.5,2.0,2.0,20480,35,580,129,90,72,90,3,1250000,108,1.9,260.0,91,639,Yes
Virizion,Virizionビリジオン,5,Grassland Pokémon,grass,fighting,['Justified'],1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,20480,35,580,90,72,90,129,3,1250000,108,2.0,200.0,91,640,Yes
Tornadus,Tornelos (keshin Forme)トルネロス,5,Cyclone Pokémon,flying,,"['Prankster', 'Defiant', 'Regenerator']",0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,30720,90,580,100,80,110,90,3,1250000,121,1.5,63.0,79,641,Yes
Thundurus,Voltolos (keshin Forme)ボルトロス,5,Bolt Strike Pokémon,electric,flying,"['Prankster', 'Defiant', 'Volt Absorb']",0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,30720,90,580,105,70,145,80,3,1250000,101,1.5,61.0,79,642,Yes
Reshiram,Reshiramレシラム,5,Vast White Pokémon,dragon,fire,['Turboblaze'],0.5,1.0,2.0,0.5,1.0,1.0,0.25,1.0,1.0,0.25,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,30720,0,680,120,100,150,120,3,1250000,90,3.2,330.0,100,643,Yes
Zekrom,Zekromゼクロム,5,Deep Black Pokémon,dragon,electric,['Teravolt'],1.0,1.0,2.0,0.25,2.0,1.0,0.5,0.5,1.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,30720,0,680,150,120,120,100,3,1250000,90,2.9,345.0,100,644,Yes
Landorus,Landlos (keshin Forme)ランドロス,5,Abundance Pokémon,ground,flying,"['Sand Force', 'Sheer Force', 'Intimidate']",0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,30720,90,600,145,90,105,80,3,1250000,91,1.5,68.0,89,645,Yes
Kyurem,Kyuremキュレム,5,Boundary Pokémon,dragon,ice,"['Pressure', 'Teravolt', 'Turboblaze']",1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,30720,0,700,120,90,170,100,3,1250000,95,3.0,325.0,125,646,Yes
Keldeo,Keldeo (itsumo No Sugata)ケルディオ,5,Colt Pokémon,water,fighting,['Justified'],0.5,0.5,1.0,2.0,2.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,1.0,2.0,0.5,0.5,0.5,20480,35,580,72,90,129,90,3,1250000,108,1.4,48.5,91,647,Yes
Meloetta,Meloetta (step Forme)メロエッタ,5,Melody Pokémon,normal,psychic,['Serene Grace'],2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,30720,100,600,128,90,77,77,3,1250000,128,0.6,6.5,100,648,Yes
Genesect,Genesectゲノセクト,5,Paleozoic Pokémon,bug,steel,['Download'],0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,30720,0,600,120,95,120,95,3,1250000,99,1.5,82.5,71,649,Yes
Chespin,Harimaronハリマロン,6,Spiky Nut Pokémon,grass,,"['Overgrow', 'Bulletproof']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,5120,70,313,61,65,48,45,45,1059860,38,0.4,9.0,56,650,No
Quilladin,Hariborgハリボーグ,6,Spiny Armor Pokémon,grass,,"['Overgrow', 'Bulletproof']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,5120,70,405,78,95,56,58,45,1059860,57,0.7,29.0,61,651,No
Chesnaught,Brigarronブリガロン,6,Spiny Armor Pokémon,grass,fighting,"['Overgrow', 'Bulletproof']",1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,5120,70,530,107,122,74,75,45,1059860,64,1.6,90.0,88,652,No
Fennekin,Fokkoフォッコ,6,Fox Pokémon,fire,,"['Blaze', 'Magician']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,5120,70,307,45,40,62,60,45,1059860,60,0.4,9.4,40,653,No
Braixen,Tairenarテールナー,6,Fox Pokémon,fire,,"['Blaze', 'Magician']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,5120,70,409,59,58,90,70,45,1059860,73,1.0,14.5,59,654,No
Delphox,Mahoxyマフォクシー,6,Fox Pokémon,fire,psychic,"['Blaze', 'Magician']",1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0,5120,70,534,69,72,114,100,45,1059860,104,1.5,39.0,75,655,No
Froakie,Keromatsuケロマツ,6,Bubble Frog Pokémon,water,,"['Torrent', 'Protean']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120,70,314,56,40,62,44,45,1059860,71,0.3,7.0,41,656,No
Frogadier,Gekogashiraゲコガシラ,6,Bubble Frog Pokémon,water,,"['Torrent', 'Protean']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120,70,405,63,52,83,56,45,1059860,97,0.6,10.9,54,657,No
Greninja,Gekkougaゲッコウガ,6,Ninja Pokémon,water,dark,"['Torrent', 'Protean', 'Battle Bond']",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,5120,70,640,145,67,153,71,45,1059860,132,1.5,40.0,72,658,No
Bunnelby,Horubeeホルビー,6,Digging Pokémon,normal,,"['Pickup', 'Cheek Pouch', 'Huge Power']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3840,70,237,36,38,32,36,255,1000000,57,0.4,5.0,38,659,No
Diggersby,Horudoホルード,6,Digging Pokémon,normal,ground,"['Pickup', 'Cheek Pouch', 'Huge Power']",1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,3840,70,423,56,77,50,77,127,1000000,78,1.0,42.4,85,660,No
Fletchling,Yayakomaヤヤコマ,6,Tiny Robin Pokémon,normal,flying,"['Big Pecks', 'Gale Wings']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3840,70,278,50,43,40,38,255,1059860,62,0.3,1.7,45,661,No
Fletchinder,Hinoyakomaヒノヤコマ,6,Ember Pokémon,fire,flying,"['Flame Body', 'Gale Wings']",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,3840,70,382,73,55,56,52,120,1059860,84,0.7,16.0,62,662,No
Talonflame,Fiarrowファイアロー,6,Scorching Pokémon,fire,flying,"['Flame Body', 'Gale Wings']",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,3840,70,499,81,71,74,69,45,1059860,126,1.2,24.5,78,663,No
Scatterbug,Kofukimushiコフキムシ,6,Scatterdust Pokémon,bug,,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3840,70,200,35,40,27,25,255,1000000,35,0.3,2.5,38,664,No
Spewpa,Kofuuraiコフーライ,6,Scatterdust Pokémon,bug,,"['Shed Skin', 'Friend Guard']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3840,70,213,22,60,27,30,120,1000000,29,0.3,8.4,45,665,No
Vivillon,Viviyonビビヨン,6,Scale Pokémon,bug,flying,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,3840,70,411,52,50,90,50,45,1000000,89,1.2,17.0,80,666,No
Litleo,Shishikoシシコ,6,Lion Cub Pokémon,fire,normal,"['Rivalry', 'Unnerve', 'Moxie']",0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,5120,70,369,50,58,73,54,220,1059860,72,0.6,13.5,62,667,No
Pyroar,Kaenjishiカエンジシ,6,Royal Pokémon,fire,normal,"['Rivalry', 'Unnerve', 'Moxie']",0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,5120,70,507,68,72,109,66,65,1059860,106,1.5,81.5,86,668,No
Flabébé,Flabebeフラベベ,6,Single Bloom Pokémon,fairy,,"['Flower Veil', 'Symbiosis']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5120,70,303,38,39,61,79,225,1000000,42,0.1,0.1,44,669,No
Floette,Floetteフラエッテ,6,Fairy Pokémon,fairy,,"['Flower Veil', 'Symbiosis']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5120,70,551,65,67,125,128,120,1000000,92,0.2,0.9,74,670,No
Florges,Florgesフラージェス,6,Garden Pokémon,fairy,,"['Flower Veil', 'Symbiosis']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5120,70,552,65,68,112,154,45,1000000,75,1.1,10.0,78,671,No
Skiddo,Meecleメェークル,6,Mount Pokémon,grass,,"['Sap Sipper', 'Grass Pelt']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,5120,70,350,65,48,62,57,200,1000000,52,0.9,31.0,66,672,No
Gogoat,Gogoatゴーゴート,6,Mount Pokémon,grass,,"['Sap Sipper', 'Grass Pelt']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,5120,70,531,100,62,97,81,45,1000000,68,1.7,91.0,123,673,No
Pancham,Yanchamヤンチャム,6,Playful Pokémon,fighting,,"['Iron Fist', 'Mold Breaker', 'Scrappy']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,6400,70,348,82,62,46,48,220,1000000,43,0.6,8.0,67,674,No
Pangoro,Gorondaゴロンダ,6,Daunting Pokémon,fighting,dark,"['Iron Fist', 'Mold Breaker', 'Scrappy']",1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,6400,70,495,124,78,69,71,65,1000000,58,2.1,136.0,95,675,No
Furfrou,Trimmienトリミアン,6,Poodle Pokémon,normal,,['Fur Coat'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120,70,472,80,60,65,90,160,1000000,102,1.2,28.0,75,676,No
Espurr,Nyasperニャスパー,6,Restraint Pokémon,psychic,,"['Keen Eye', 'Infiltrator', 'Own Tempo']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5120,70,355,48,54,63,60,190,1000000,68,0.3,3.5,62,677,No
Meowstic,Nyaonixニャオニクス,6,Constraint Pokémon,psychic,,"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5120,70,466,48,76,83,81,75,1000000,104,0.6,8.5,74,678,No
Honedge,Hitotsukiヒトツキ,6,Sword Pokémon,steel,ghost,['No Guard'],0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,5120,70,325,80,100,35,37,180,1000000,28,0.8,2.0,45,679,No
Doublade,Nidangillニダンギル,6,Sword Pokémon,steel,ghost,['No Guard'],0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,5120,70,448,110,150,45,49,90,1000000,35,0.8,4.5,59,680,No
Aegislash,Gillgardギルガルド,6,Royal Sword Pokémon,steel,ghost,['Stance Change'],0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,5120,70,520,150,50,150,50,45,1000000,60,1.7,53.0,60,681,No
Spritzee,Shushupuシュシュプ,6,Perfume Pokémon,fairy,,"['Healer', 'Aroma Veil']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5120,70,341,52,60,63,65,200,1000000,23,0.2,0.5,78,682,No
Aromatisse,Frefuwanフレフワン,6,Fragrance Pokémon,fairy,,"['Healer', 'Aroma Veil']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5120,70,462,72,72,99,89,140,1000000,29,0.8,15.5,101,683,No
Swirlix,Peroppafuペロッパフ,6,Cotton Candy Pokémon,fairy,,"['Sweet Veil', 'Unburden']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5120,70,341,48,66,59,57,200,1000000,49,0.4,3.5,62,684,No
Slurpuff,Peroreamペロリーム,6,Meringue Pokémon,fairy,,"['Sweet Veil', 'Unburden']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5120,70,480,80,86,85,75,140,1000000,72,0.8,5.0,82,685,No
