Age,Job,Marital_Status,Education,Has_Credit,Housing_Loan,Personal_Loan,Contact,Duraction_Contact,Number_Contacts,Prev_Outcome,Employment_VarRate,Consumer_PriceIndex,Consumer_Confidence,Month_Rate,Employees,Client_Subscribed
37,blue-collar,divorced,professional,no,yes,no,cellular,75,1,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
54,technician,married,professional,no,yes,no,telephone,150,3,nonexistent,1.1,93.994,-36.4,4.858,5191,no
44,technician,single,professional,no,yes,no,cellular,95,3,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
32,technician,single,professional,no,yes,yes,cellular,234,1,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
46,technician,divorced,professional,no,yes,no,cellular,387,5,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
59,admin,married,professional,no,yes,yes,cellular,1241,1,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
50,management,married,professional,no,yes,no,cellular,381,1,failure,-0.1,93.2,-42,4.021,5195.8,no
60,admin,married,professional,no,yes,no,cellular,571,1,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
33,technician,married,professional,no,yes,no,telephone,390,3,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
49,self-employed,married,professional,no,yes,no,telephone,214,1,nonexistent,1.1,93.994,-36.4,4.856,5191,no
35,technician,divorced,professional,no,yes,no,cellular,536,2,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
47,housemaid,married,professional,no,yes,yes,telephone,132,5,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
35,technician,married,professional,no,yes,no,cellular,390,2,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,no
49,technician,married,professional,no,yes,yes,telephone,70,3,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
39,technician,single,professional,no,yes,no,telephone,241,3,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
40,technician,married,professional,no,yes,no,cellular,156,3,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
30,technician,single,professional,no,yes,no,cellular,191,1,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
37,blue-collar,married,professional,no,yes,no,telephone,112,3,nonexistent,1.1,93.994,-36.4,4.855,5191,no
32,technician,married,professional,no,yes,no,cellular,370,1,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
30,entrepreneur,married,professional,no,yes,yes,cellular,267,2,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
43,technician,married,professional,no,yes,no,cellular,78,7,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
41,technician,divorced,professional,no,yes,no,cellular,122,4,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
43,technician,married,professional,no,yes,no,telephone,255,1,nonexistent,1.1,93.994,-36.4,4.856,5191,no
53,technician,married,professional,no,yes,no,cellular,100,1,failure,-2.9,92.201,-31.4,0.883,5076.2,no
45,technician,single,professional,no,yes,yes,cellular,143,2,nonexistent,-1.8,92.843,-50,1.538,5099.1,no
32,technician,married,professional,no,yes,no,cellular,246,1,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
29,technician,single,professional,no,yes,yes,cellular,182,2,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
32,technician,single,professional,no,yes,no,telephone,247,1,nonexistent,1.1,93.994,-36.4,4.859,5191,no
32,admin,single,professional,no,yes,yes,cellular,1046,1,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,yes
31,technician,married,professional,no,yes,no,cellular,225,2,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
45,services,married,professional,no,yes,no,cellular,19,23,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
45,services,married,professional,no,yes,no,telephone,221,1,nonexistent,1.1,93.994,-36.4,4.857,5191,no
35,technician,married,professional,no,yes,no,cellular,206,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no
25,technician,single,professional,no,yes,no,cellular,712,2,success,-1.1,94.767,-50.8,1.04,4963.6,yes
38,technician,single,professional,no,yes,no,cellular,249,2,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
42,services,married,professional,no,yes,no,telephone,149,1,nonexistent,1.1,93.994,-36.4,4.864,5191,no
27,admin,single,professional,no,yes,no,cellular,483,2,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
33,technician,single,professional,no,yes,no,cellular,519,2,failure,-1.8,92.893,-46.2,1.334,5099.1,yes
42,technician,married,professional,no,yes,no,cellular,246,1,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,no
46,technician,married,professional,no,yes,no,cellular,78,1,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
33,admin,single,professional,no,yes,no,cellular,1340,1,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,yes
30,technician,married,professional,no,yes,yes,cellular,292,2,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
22,blue-collar,married,professional,no,yes,no,cellular,161,4,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
34,technician,divorced,professional,no,yes,no,cellular,1190,2,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes
35,technician,divorced,professional,no,yes,no,telephone,312,2,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
28,technician,single,professional,no,yes,no,cellular,167,2,success,-1.7,94.215,-40.3,0.893,4991.6,no
39,admin,divorced,professional,no,yes,yes,telephone,106,1,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
39,technician,married,professional,no,yes,no,cellular,202,1,failure,-1.7,94.215,-40.3,0.81,4991.6,no
28,blue-collar,single,professional,no,yes,no,cellular,113,1,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
39,housemaid,married,professional,no,yes,no,cellular,80,1,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
30,self-employed,married,professional,no,yes,no,cellular,98,5,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
32,technician,married,professional,no,yes,yes,cellular,330,4,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
34,blue-collar,married,professional,no,yes,no,telephone,210,2,nonexistent,1.1,93.994,-36.4,4.858,5191,no
26,technician,single,professional,no,yes,no,cellular,362,2,failure,-1.8,93.075,-47.1,1.405,5099.1,no
33,technician,married,professional,no,yes,no,telephone,58,1,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
44,technician,divorced,professional,no,yes,no,cellular,245,3,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
45,services,married,professional,no,yes,yes,cellular,307,1,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30,blue-collar,single,professional,no,yes,no,cellular,111,2,nonexistent,-1.1,94.767,-50.8,1.049,4963.6,no
36,technician,single,professional,no,yes,no,telephone,238,1,nonexistent,1.1,93.994,-36.4,4.86,5191,no
35,technician,married,professional,no,yes,yes,cellular,77,3,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
36,technician,married,professional,no,yes,no,telephone,247,1,nonexistent,1.1,93.994,-36.4,4.86,5191,no
33,technician,single,professional,no,yes,no,cellular,290,1,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
53,admin,married,professional,no,yes,yes,cellular,140,2,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
38,technician,married,professional,no,yes,no,cellular,363,2,success,-1.8,92.843,-50,1.726,5099.1,yes
36,technician,married,professional,no,yes,no,cellular,45,1,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
32,services,married,professional,no,yes,no,telephone,379,1,nonexistent,1.1,93.994,-36.4,4.859,5191,no
34,technician,divorced,professional,no,yes,no,telephone,296,2,nonexistent,1.1,93.994,-36.4,4.856,5191,no
28,technician,single,professional,no,yes,no,cellular,78,3,nonexistent,-2.9,92.201,-31.4,0.851,5076.2,yes
46,technician,married,professional,no,yes,no,cellular,61,1,failure,-0.1,93.2,-42,4.191,5195.8,no
37,blue-collar,married,professional,no,yes,no,cellular,340,3,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
33,technician,married,professional,no,yes,no,telephone,9,17,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
59,technician,married,professional,no,yes,no,telephone,1438,2,nonexistent,1.1,93.994,-36.4,4.857,5191,no
40,admin,single,professional,no,yes,no,cellular,43,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no
37,technician,married,professional,no,yes,no,telephone,834,9,nonexistent,1.1,93.994,-36.4,4.855,5191,no
49,housemaid,married,professional,no,yes,no,cellular,351,2,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
51,technician,married,professional,no,yes,yes,cellular,246,3,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
68,retired,divorced,professional,no,yes,no,cellular,418,2,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,yes
33,unemployed,divorced,professional,no,yes,no,cellular,151,2,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
56,retired,married,professional,no,yes,no,cellular,202,5,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
33,self-employed,single,professional,no,yes,no,cellular,85,1,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
55,technician,married,professional,no,yes,no,cellular,182,1,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,no
54,housemaid,married,professional,no,yes,no,telephone,152,4,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
33,technician,single,professional,no,yes,no,cellular,90,1,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
34,technician,married,professional,no,yes,no,telephone,157,5,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no
30,self-employed,married,professional,no,yes,no,cellular,329,2,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
32,technician,single,professional,no,yes,no,cellular,97,2,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
31,technician,married,professional,no,yes,no,telephone,208,1,nonexistent,-1.7,94.055,-39.8,0.723,4991.6,yes
53,technician,single,professional,no,yes,no,cellular,1468,3,nonexistent,-0.1,93.2,-42,4.12,5195.8,yes
53,admin,married,professional,no,yes,no,telephone,233,2,nonexistent,1.1,93.994,-36.4,4.857,5191,no
52,technician,married,professional,no,yes,no,cellular,495,1,success,-3.4,92.649,-30.1,0.714,5017.5,yes
38,technician,divorced,professional,no,yes,no,cellular,130,1,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
42,technician,married,professional,no,yes,no,cellular,154,2,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
33,services,married,professional,no,yes,yes,cellular,630,4,nonexistent,1.4,93.918,-42.7,4.968,5228.1,yes
38,technician,married,professional,no,yes,no,cellular,119,3,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
35,technician,married,professional,no,yes,no,cellular,16,6,failure,-1.8,92.893,-46.2,1.266,5099.1,no
44,technician,divorced,professional,no,yes,no,cellular,121,2,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
47,technician,married,professional,no,yes,no,telephone,170,1,nonexistent,1.1,93.994,-36.4,4.857,5191,no
48,admin,single,professional,no,yes,no,cellular,530,1,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
30,unemployed,married,professional,no,yes,no,cellular,194,1,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,no
24,technician,single,professional,no,yes,no,cellular,200,3,failure,-1.8,93.075,-47.1,1.405,5099.1,no
26,student,single,professional,no,yes,no,cellular,176,2,failure,-2.9,92.201,-31.4,0.883,5076.2,yes
28,technician,single,professional,no,yes,no,telephone,1195,2,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
32,technician,single,professional,no,yes,no,telephone,107,2,failure,-2.9,92.201,-31.4,0.881,5076.2,no
31,technician,single,professional,no,yes,no,cellular,207,5,failure,-0.1,93.2,-42,4.076,5195.8,no
57,technician,married,professional,no,yes,no,telephone,483,2,nonexistent,1.1,93.994,-36.4,4.858,5191,yes
32,blue-collar,married,professional,no,yes,no,cellular,757,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
54,technician,married,professional,no,yes,yes,telephone,196,2,nonexistent,1.1,93.994,-36.4,4.857,5191,no
42,technician,divorced,professional,no,yes,no,cellular,408,1,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
31,technician,single,professional,no,yes,no,cellular,155,1,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
47,admin,married,university,no,yes,no,cellular,58,1,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
32,admin,single,university,no,yes,no,cellular,290,4,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no
46,admin,divorced,university,no,yes,no,telephone,59,4,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29,technician,single,university,no,yes,yes,cellular,626,3,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
38,technician,married,university,no,yes,yes,cellular,113,1,failure,-1.8,92.843,-50,1.687,5099.1,no
56,retired,married,university,no,yes,no,cellular,252,1,failure,-2.9,92.963,-40.8,1.26,5076.2,no
24,technician,married,university,no,yes,yes,cellular,89,2,success,-3.4,92.379,-29.8,0.77,5017.5,yes
33,admin,single,university,no,yes,no,cellular,143,1,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
29,admin,single,university,no,yes,no,telephone,10,27,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
31,admin,married,university,no,yes,no,cellular,113,1,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
35,admin,single,university,no,yes,no,cellular,447,3,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
34,management,married,university,no,yes,no,cellular,77,4,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
31,admin,married,university,no,yes,no,cellular,96,5,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
31,admin,single,university,no,yes,no,telephone,357,2,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
57,retired,married,university,no,yes,no,cellular,374,1,success,-1.8,93.075,-47.1,1.365,5099.1,no
38,entrepreneur,divorced,university,no,yes,no,cellular,252,1,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
46,admin,married,university,no,yes,no,telephone,158,1,nonexistent,1.1,93.994,-36.4,4.857,5191,no
37,unemployed,single,university,no,yes,yes,cellular,95,1,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
25,self-employed,married,university,no,yes,no,telephone,274,2,nonexistent,1.1,93.994,-36.4,4.857,5191,no
47,management,married,university,no,yes,no,cellular,123,1,nonexistent,-2.9,92.469,-33.6,1.029,5076.2,no
59,admin,married,university,no,yes,yes,cellular,92,1,nonexistent,-2.9,92.469,-33.6,1.085,5076.2,no
56,management,married,university,no,yes,yes,cellular,104,1,failure,-0.1,93.2,-42,4.12,5195.8,no
41,entrepreneur,married,university,no,yes,no,cellular,854,1,nonexistent,-0.1,93.2,-42,4.153,5195.8,yes
45,management,married,university,no,yes,no,cellular,239,1,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
40,admin,divorced,university,no,yes,no,cellular,257,1,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
31,unemployed,single,university,no,yes,no,cellular,309,1,success,-1.7,94.215,-40.3,0.835,4991.6,yes
32,technician,single,university,no,yes,no,cellular,168,1,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
32,admin,married,university,no,yes,no,cellular,374,2,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
38,admin,married,university,no,yes,no,cellular,35,6,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
47,technician,married,university,no,yes,no,cellular,345,7,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
34,management,married,university,no,yes,yes,telephone,192,1,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
42,entrepreneur,married,university,no,yes,no,telephone,154,1,nonexistent,1.1,93.994,-36.4,4.857,5191,no
41,management,married,university,no,yes,no,cellular,93,1,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
38,technician,married,university,no,yes,no,cellular,147,1,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
42,self-employed,married,university,no,yes,no,cellular,888,3,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
35,management,married,university,no,yes,no,cellular,265,2,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
30,admin,single,university,no,yes,no,cellular,39,1,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
33,admin,single,university,no,yes,no,cellular,686,4,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes
50,admin,divorced,university,no,yes,no,cellular,73,2,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
36,admin,married,university,no,yes,no,cellular,355,1,nonexistent,-3.4,92.379,-29.8,0.773,5017.5,no
25,technician,single,university,no,yes,yes,telephone,35,6,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
29,management,married,university,no,yes,yes,cellular,116,2,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
37,self-employed,married,university,no,yes,yes,cellular,585,2,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
30,admin,single,university,no,yes,no,cellular,288,1,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
23,entrepreneur,married,university,no,yes,no,cellular,87,1,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
26,technician,single,university,no,yes,no,cellular,806,3,success,-1.7,94.215,-40.3,0.861,4991.6,yes
40,management,married,university,no,yes,no,cellular,77,6,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
40,management,married,university,no,yes,no,cellular,459,1,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
29,admin,single,university,no,yes,yes,telephone,266,2,nonexistent,1.1,93.994,-36.4,4.859,5191,no
28,unemployed,single,university,no,yes,no,cellular,434,1,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
56,entrepreneur,married,university,no,yes,yes,telephone,82,1,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
48,admin,married,university,no,yes,no,cellular,288,1,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
32,admin,single,university,no,yes,no,cellular,206,1,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
48,admin,married,university,no,yes,yes,cellular,154,2,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
29,admin,single,university,no,yes,no,cellular,215,1,nonexistent,-1.8,93.369,-34.8,0.639,5008.7,yes
54,admin,married,university,no,yes,no,telephone,461,3,nonexistent,1.1,93.994,-36.4,4.855,5191,no
54,management,married,university,no,yes,no,cellular,336,1,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
49,admin,married,university,no,yes,no,telephone,212,1,nonexistent,1.1,93.994,-36.4,4.857,5191,no
32,admin,single,university,no,yes,no,cellular,96,1,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
23,management,single,university,no,yes,no,cellular,314,2,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
37,management,married,university,no,yes,no,cellular,252,1,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
31,technician,single,university,no,yes,no,cellular,958,5,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
40,admin,single,university,no,yes,no,cellular,250,1,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27,management,single,university,no,yes,no,telephone,134,2,nonexistent,1.1,93.994,-36.4,4.856,5191,no
46,management,married,university,no,yes,no,cellular,205,6,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
36,admin,single,university,no,yes,no,cellular,379,1,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
30,admin,single,university,no,yes,no,cellular,105,1,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
45,admin,single,university,no,yes,no,cellular,544,1,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
40,management,married,university,no,yes,no,cellular,401,1,failure,-0.1,93.2,-42,4.021,5195.8,no
41,technician,married,university,no,yes,yes,cellular,170,4,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
73,retired,married,university,no,yes,no,cellular,179,1,nonexistent,-1.8,92.843,-50,1.531,5099.1,yes
33,management,married,university,no,yes,no,cellular,113,3,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
45,management,married,university,no,yes,no,cellular,391,1,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
31,admin,married,university,no,yes,no,cellular,280,7,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
42,services,married,university,no,yes,no,cellular,257,1,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
25,admin,married,university,no,yes,no,telephone,109,1,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
31,technician,divorced,university,no,yes,no,cellular,132,1,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
40,admin,married,university,no,yes,no,cellular,124,1,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
44,management,divorced,university,no,yes,no,cellular,230,1,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no
38,management,married,university,no,yes,no,cellular,1276,1,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,yes
24,services,single,university,no,yes,yes,cellular,696,1,failure,-2.9,92.963,-40.8,1.262,5076.2,no
27,self-employed,single,university,no,yes,yes,telephone,161,1,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
42,technician,single,university,no,yes,yes,cellular,275,8,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
38,management,married,university,no,yes,no,cellular,172,3,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
30,admin,single,university,no,yes,no,cellular,232,2,failure,-1.8,92.893,-46.2,1.299,5099.1,no
51,management,married,university,no,yes,no,cellular,131,2,failure,-1.8,93.876,-40,0.697,5008.7,no
31,self-employed,married,university,no,yes,no,cellular,73,1,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
36,admin,married,university,no,yes,no,cellular,334,3,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
51,admin,single,university,no,yes,yes,cellular,263,2,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,no
39,admin,married,university,no,yes,no,cellular,217,3,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
33,admin,married,university,no,yes,no,cellular,690,1,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes
44,admin,married,university,no,yes,no,cellular,201,1,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
35,technician,married,university,no,yes,no,cellular,262,3,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
31,management,married,university,no,yes,no,cellular,181,2,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
41,admin,married,university,no,yes,no,cellular,206,1,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
39,unemployed,married,university,no,yes,no,telephone,168,2,nonexistent,1.1,93.994,-36.4,4.855,5191,no
33,admin,single,university,no,yes,yes,cellular,275,6,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
37,management,married,university,no,yes,no,cellular,292,1,success,-1.7,94.215,-40.3,0.896,4991.6,yes
32,admin,married,university,no,yes,yes,cellular,224,1,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
36,admin,married,university,no,yes,no,cellular,248,1,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
35,technician,single,university,no,yes,no,telephone,294,1,nonexistent,1.1,93.994,-36.4,4.857,5191,no
39,technician,single,university,no,yes,yes,cellular,861,6,failure,-1.8,93.075,-47.1,1.405,5099.1,no
30,technician,married,university,no,yes,no,telephone,31,2,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
50,technician,married,university,no,yes,no,cellular,367,1,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
52,management,married,university,no,yes,no,telephone,412,1,nonexistent,1.1,93.994,-36.4,4.859,5191,no
35,management,married,university,no,yes,no,cellular,584,1,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
54,admin,married,university,no,yes,yes,cellular,204,1,failure,-2.9,92.201,-31.4,0.849,5076.2,yes
32,admin,married,university,no,yes,yes,cellular,131,1,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,no
37,management,single,university,no,yes,no,telephone,415,1,nonexistent,1.1,93.994,-36.4,4.857,5191,no
34,admin,married,university,no,yes,yes,cellular,85,3,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
45,housemaid,divorced,university,no,yes,no,telephone,105,1,nonexistent,1.1,93.994,-36.4,4.86,5191,no
46,entrepreneur,married,university,no,yes,no,cellular,148,2,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
34,technician,married,university,no,yes,no,cellular,686,1,nonexistent,-0.1,93.2,-42,4.12,5195.8,yes
34,technician,single,university,no,yes,yes,cellular,455,3,nonexistent,1.4,93.444,-36.1,4.967,5228.1,yes
34,housemaid,divorced,university,no,yes,yes,cellular,73,1,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
59,retired,married,university,no,yes,no,cellular,17,18,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
25,admin,single,university,no,yes,no,cellular,420,1,success,-3.4,92.379,-29.8,0.809,5017.5,no
58,unemployed,married,university,no,yes,no,cellular,344,2,nonexistent,-1.1,94.767,-50.8,1.041,4963.6,yes
33,technician,married,university,no,yes,no,cellular,182,1,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
36,management,married,university,no,yes,no,telephone,170,4,nonexistent,1.1,93.994,-36.4,4.864,5191,no
44,entrepreneur,married,university,no,yes,yes,cellular,96,1,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
41,self-employed,single,university,no,yes,yes,telephone,23,17,nonexistent,1.1,93.994,-36.4,4.857,5191,no
41,entrepreneur,married,university,no,yes,no,cellular,324,1,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,yes
35,admin,married,university,no,yes,no,cellular,110,2,failure,-1.1,94.199,-37.5,0.886,4963.6,no
33,admin,married,university,no,yes,no,telephone,139,2,nonexistent,1.1,93.994,-36.4,4.86,5191,no
29,student,single,university,no,yes,no,cellular,489,1,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
43,admin,married,university,no,yes,yes,telephone,377,1,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
59,admin,married,university,no,yes,yes,telephone,29,9,nonexistent,1.1,93.994,-36.4,4.86,5191,no
37,management,divorced,university,no,yes,no,cellular,176,1,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
33,admin,married,university,no,yes,no,telephone,52,4,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
27,admin,single,university,no,yes,yes,cellular,150,4,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
33,admin,married,university,no,yes,no,cellular,482,1,success,-1.1,94.767,-50.8,1.049,4963.6,yes
33,admin,single,university,no,yes,yes,telephone,117,1,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,no
30,technician,single,university,no,yes,no,cellular,14,13,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
75,retired,married,university,no,yes,no,cellular,229,1,failure,-1.7,94.215,-40.3,0.81,4991.6,yes
28,admin,single,university,no,yes,yes,cellular,454,6,failure,-3,92.713,-33,0.71,5023.5,no
32,technician,single,university,no,yes,no,cellular,25,13,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
25,technician,divorced,university,no,yes,no,telephone,214,2,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
29,technician,single,university,no,yes,yes,cellular,281,2,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
47,admin,single,university,no,yes,no,cellular,243,4,nonexistent,-2.9,92.963,-40.8,1.281,5076.2,yes
29,technician,single,university,no,yes,no,cellular,438,1,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
57,retired,married,university,no,yes,no,telephone,12,5,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
51,entrepreneur,divorced,university,no,yes,no,cellular,212,1,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
27,technician,single,university,no,yes,no,cellular,184,1,failure,-1.1,94.601,-49.5,1.043,4963.6,yes
