tweet,class,polarity,hate,target,aggressiveness
"En algo más de una hora la cantante @BittahVLK y @_espatriciala, la autora de 'Sueño contigo, una pala y cloroformo', conversarán sobre #feminismo, #poliamor, #precariedad, #amorlíquido, #LGBTI y lo que se les ocurra, en @ComplicesLibre! #SueñoContigo https://t.co/aya9lYbuOB",No violence,neutral,no hateful,no targeted,no aggressive
@alykalekalok machista,No violence,negative,no hateful,no targeted,no aggressive
"@GretaThunberg con una sola noche de celebrar, y celebrar una fiesta totalmente estúpida... TODO MEXICO AMANECIÓ BAJO UNA NUBE CONTAMINANTE TERRIBLE... no son los gobiernos los que tienen la culpa de la contaminación... ES LA IGNORANCIA DE LOS PUEBLOS, ahh pos como la tuya",No violence,negative,no hateful,no targeted,no aggressive
"#Internacional | @CIDH solicitó una investigación internacional sobre las violaciones ocurridas durante las recientes protestas en #Bolivia que derivaron en la muerte de 35 personas:

https://t.co/ZSdk1bP9eM",No violence,negative,no hateful,no targeted,no aggressive
Enserio? Mi muela empieza a fregar hoy 24 cuando lo que más se hace es comer?🙂,No violence,negative,no hateful,no targeted,no aggressive
"El machismo en Venezuela es tal que al programa ""Lo que callamos las mujeres"" le cambiaron el nombre a ""Lo que callan las mujeres"" porque el voice over de la presentación la hace un hombre. 🤷‍♂️",No violence,negative,no hateful,no targeted,no aggressive
Greta #Thunberg ya está en Madrid y acude por sorpresa a una sentada en la Cumbre del Clima https://t.co/l3j8geD2P6 https://t.co/58Pp3PWXyq,No violence,neutral,no hateful,no targeted,no aggressive
"@la_go_mess @figuraretorica Creo que no se comprendió el punto de mi tweet y te estás dirigiendo a un rumbo diferente. Me molesta que la gente todo le quiera adjudicar al feminismo, me molesta que etiqueten, que la gente JUZGUE sin saber.

Si no me expliqué es mi problema, si no entendiste, el tuyo. Relax.",No violence,negative,no hateful,no targeted,no aggressive
"@ninjasaurio55 Bueno en lo del arte y greta tiene razón, pero en el resto la imagen está bien pendeja en su mayoría.",No violence,negative,hateful,no targeted,no aggressive
".@jairbolsonaro reprocho que los medios de comunicación dieran espacio a @GretaThunberg a quien llamó “mocosa”. La activista respondió en Twitter. 
https://t.co/uviYOqd2lZ https://t.co/oAHcSs2m8U",No violence,negative,no hateful,no targeted,no aggressive
"NOTAS 2019
pelearse por internet: empieza a saber a poco
Greta Thunberg: meme
Cataluña: fútbol con esteroides
disney: nazis ultracapitalistas
lo del clima: nazis con datos
isis: quién se acuerda
tener razón: el reservado de los gilipollas
BREAKTHROUGH DEL AÑO: ser nazi en público",No violence,negative,no hateful,no targeted,no aggressive
"primera letra que veo sobre revolución/gobiernos entre tanto reggaeton, y tiene un rap chingon feminista en el medio
 https://t.co/RL7ZpQ0BSB https://t.co/kHJzx03vo0",No violence,neutral,no hateful,no targeted,no aggressive
@AnabelAlonso_of Malditos fascistas hijos de perra,No violence,negative,no hateful,no targeted,no aggressive
"@IrantzuVarela en el @conumor me di cuenta de que mi familia parece vasca pero no lo somos. Mis hermanos y yo tenemos nombres de naturaleza y mi perra se llama Huerta, además que en casa tenemos un estudio con una tabla de planchar, un montón de libros y una cama para invitados",No violence,neutral,no hateful,no targeted,no aggressive
Lucía Etxebarría analiza en #laSextaNoche el machismo en los cuentos clásicos https://t.co/1Hx8w9N4Gi https://t.co/SjRLX9wCUX,No violence,neutral,no hateful,no targeted,no aggressive
"Todo eso bien, pero no voy a respetar un programa que defiende una violación https://t.co/tjIlB1wfwV",No violence,neutral,no hateful,no targeted,no aggressive
"@ewquijada @Farideraful Cuando tu le dices a tus hijos menores de edad que el varón puede tener 5 novias en la escuela, pero la hembra que NO se atreva a tener ni siquiera 1, estás educando en machismo.

Cuando mandas a la niña a fregar y al niño a jugar, estás educando en machismo. ¿Quieres más?",No violence,negative,no hateful,no targeted,no aggressive
"Una pregunta tonta: Hola, @BardemAntarctic, que digo yo que, ahora que estás tanto por el cambio climático, a ver cuándo cambias tu Lincoln Navigator, que gastará 15 litros a los 100 kms, por un coche eléctrico. O por un triciclo. Total... 🤔
#COP25 Greta Thunberg Almeida https://t.co/DeEUWsgD6g",No violence,negative,no hateful,no targeted,no aggressive
Jajajajaja Greta no es tonta. https://t.co/KopMALt3FZ,No violence,negative,hateful,targeted,aggressive
"No se bajan de la camioneta, tienen el estilo de vida más depredador, ni siquiera separan la puta basura, pero eso sí, aplauden la portada de @GretaThunberg. Porque México.",No violence,negative,no hateful,no targeted,no aggressive
"Ya somos dos. ¿Dormiste mal?

—Ya se había encaminado a la cocina donde enseguida tomó la cafetera de uno de los armarios.— https://t.co/2rufVqoNer",No violence,negative,no hateful,no targeted,no aggressive
"Ve, que sigamos gritando nos pide @Margaritarosadf .
https://t.co/VO4o2zgh1c",No violence,neutral,no hateful,no targeted,no aggressive
@AnabelAlonso_of Hijo de puta!!!,No violence,negative,no hateful,no targeted,no aggressive
@alexcibernetica ¿Qué dirá una feminista de esto?,No violence,neutral,no hateful,no targeted,no aggressive
"@alfonsvarela No sé si es el rugby lo que les pudre el cerebro, quiero creer q no pq estoy a favor del deporte. Pero tmp te vengas a hacer el piola diciéndole a una mina como vivir su feminismo. La desconstrucción es para todxs, para vos y para ellas. Si te burlas entras en un círculo d mierda",No violence,negative,no hateful,no targeted,no aggressive
"@CHermosilla33 @gonsunet @Isabellarulis A eso me refiero cuando digo que el Feminismo no ayuda a solucionar los problemas bases. La violencia es un mal tanto en hombres como en mujeres, como se soluciona si las políticas aplicadas no sirven? Ahí está la tarea y definitivamente ÷con odio no se logrará ese cambio social",No violence,negative,hateful,no targeted,no aggressive
El infantil show de Greta Thunberg tras aparecer por sorpresa en la Cumbre del Clima https://t.co/h9gbHS4LIL,No violence,neutral,no hateful,no targeted,no aggressive
"""¿Por qué Greta, siempre seria y segura de su misión, despierta los instintos más bajos del machismo?""

Pero vamos a ver, ¿qué clase de puto subnormal hay que ser para escribir eso?
Y luego se extrañan de que una cosa tan rancia como Vox crezca. Me cago en vuestra puta madre.",No violence,negative,no hateful,no targeted,no aggressive
"@elnestorruiz Yo no voy a discutir con nadie. A tomar por culo. No me comunico con mentes así.
Me voy a fregar.
Que tengas un buen día.",No violence,neutral,no hateful,no targeted,no aggressive
¿Qué dirá el pendenciero presidente @jairbolsonaro después de que la revista Time haya escogido a la «mocosa» @GretaThunberg como el personaje del año? https://t.co/7mES98ASFd,No violence,negative,no hateful,no targeted,no aggressive
MI ÚLTIMO TUIT DEL AÑO POR UN 2020 RADICALMENTE FEMINISTA.,No violence,neutral,no hateful,no targeted,no aggressive
La Fuerza Civil de Nuevo León investiga el video donde 6 jóvenes detenidos interpretaron el performance #UnVioladorEnTuCamimo; se perfila que fueron obligados. https://t.co/GQkhn5XbhU https://t.co/2fL3jjIpMc,No violence,negative,no hateful,no targeted,no aggressive
"🔴 DIRECTO | Greta Thunberg, en Madrid: ""Espero que la COP25 llegue a algo concreto, que los responsables políticos se den cuenta de la crisis climática"" https://t.co/AM6yczfNMi #MarchaporelClima",No violence,negative,no hateful,no targeted,no aggressive
Todos parecen hermanos de Greta Thunberg y su perra vida es un drama ogts,No violence,negative,hateful,no targeted,aggressive
Bolsonaro llama ‘mocosa’ a Greta Thunberg https://t.co/xqoKLj3kcI,No violence,negative,no hateful,no targeted,no aggressive
"Histérica, marioneta y niñata: los insultos que los hombres españoles dedican a Greta Th ... - https://t.co/vWcqIXjTsm https://t.co/eVypmkqonf",No violence,negative,hateful,targeted,aggressive
"A mi lo de Greta me parece espectacular.
¿Qué es un monigote?
Puede.
¿Qué es un producto de marketing?
Quizás.
¿Qué está haciendo que todo el mundo hable de ecologismo por primera vez en la puta historia?
Repito: todo el mundo.
Totalmente sí.",No violence,neutral,no hateful,no targeted,no aggressive
"@alejandroalfie @rialjorge No, es fake. Y vos sos una basura machista repugnante.",No violence,negative,no hateful,no targeted,no aggressive
"Mandad a Greta a Alemania a ver si organiza lo del reciclaje de una puta vez, que a mí me tienen hasta los cojones esta gente con las basuras",No violence,negative,no hateful,no targeted,no aggressive
"Los hombres odian a Greta: «Histérica», «estúpida» y «puta» son los insultos que recibe por parte de varones adultos https://t.co/CPqxkaMPuv",No violence,negative,hateful,targeted,aggressive
DIRECTO | Comienza la rueda de prensa de Fridays for Future con Greta Thunberg antes de la #MarchaporelClima en Madrid: https://t.co/kUjZEb0EWU https://t.co/RbvojAE6uw,No violence,neutral,no hateful,no targeted,no aggressive
Aquí te estamos contando en directo la última hora sobre la llegada de Greta Thunberg y todo lo que acontece en la Cumbre del Clima https://t.co/CPoBItyDwR #COP25,No violence,neutral,no hateful,no targeted,no aggressive
"El presidente de Brasil llama “Mocosa” a la ambientalista sueca Greta Thunberg
https://t.co/SRUoqotRNx https://t.co/0qXsy6QfHR",No violence,negative,no hateful,no targeted,no aggressive
"Que, oh casualmente, tenés en tu perfil ""feminismo como bandera"" anyway, la hipotenusa",No violence,negative,no hateful,no targeted,no aggressive
@BChampu @bribon_resalao @vmm7773 Qué argumento puede haber contra alguien tan machista y obtuso como tú? Ninguno.,No violence,negative,no hateful,no targeted,no aggressive
“El feminismo es un movimiento de liberación para toda la sociedad” https://t.co/8QYI3ApS8I,No violence,neutral,no hateful,no targeted,no aggressive
"@LaFallaras Me parece muy bien, pero también hay que cortarles el rabo y los cojones, estos hijos de la gran puta no tienen vergüenza ni dignidad los muy cobardes.",No violence,negative,no hateful,no targeted,no aggressive
"Aproximadamente el 70-75% de las mujeres, jóvenes y niñas son violadas sexualmente en los procesos de migración violenta, es inaceptable, mas allá de la
violación de los derechos humanos, ninguna persona debería de sufrir cualquier clase de abuso. https://t.co/KuZ1kWRaYe",No violence,negative,no hateful,no targeted,no aggressive
@Mejor_con_Vox Esta Greta es la prueba final de que somos una sociedad gretina y estupida.,No violence,negative,hateful,targeted,aggressive
"Que grande eres, oh, gran emperador! Adoptame! https://t.co/IWXqKbhMnb",No violence,positive,no hateful,no targeted,no aggressive
"El violador eres tú.

https://t.co/fZGNkqofrI",No violence,neutral,no hateful,no targeted,no aggressive
"#FALSOSECOLOGISTAS
#PROGRESGILIPOLLAS
Explicación de un marino profesional sobre el presunto ( y falso) viaje ecológico de Greta Greta Thunberg, un producto de marketing para gilipollas. https://t.co/umWjCjREaa https://t.co/aFTKCGS1n8",No violence,negative,no hateful,no targeted,no aggressive
Que soy un cabron que soy mujeriego borracho machista que no se quererr,No violence,negative,hateful,targeted,aggressive
"Hermosilla quiere ir a instancias internacionales con un violador de DDHH. 

¿No piensan o les gusta hacer el ridiculo?",No violence,negative,no hateful,no targeted,no aggressive
"Alguien le puede avisar a Male Pichot que el femicida de You es un actor interpretando un personaje, y que somos varias con el mismo efecto de tanga caída? Que no se preocupe, no es menos feminista por eso. Gracias, la radio está buenísima.",No violence,negative,no hateful,no targeted,no aggressive
Omar Lomelí y su compañero recibieron como liquidación mil 700 pesos. https://t.co/kgzegNu4Ue,No violence,neutral,no hateful,no targeted,no aggressive
"Entonces admiten que murieron en enfrentamientos, como ""combatientes"".

Ahí no hay violación de DD.HH. https://t.co/Ehlgj2QcfD",No violence,negative,no hateful,no targeted,no aggressive
#ENMundo Time nombra a Greta Thunberg como Persona del Año https://t.co/kXf2BFtiIN,No violence,neutral,no hateful,no targeted,no aggressive
"📺 DIRECTO | La activista sueca Greta Thunberg, a su llegada a Lisboa: ""Vamos a continuar haciendo todo lo que podamos para que se priorice la lucha contra el cambio climático"" https://t.co/CPoBItyDwR #COP25 https://t.co/O2JccmbAxK",No violence,neutral,no hateful,no targeted,no aggressive
#ENMundo Greta Thunberg llegó a la Cumbre del Clima de Madrid https://t.co/P6NtdvEbml,No violence,neutral,no hateful,no targeted,no aggressive
"@LaFallaras @populares @PSOE Fue el PSOE de Zapatero para ganar las elecciones, y si yo hubiera sido Aznar hubiera suspendido las elecciones!! 
El PSOE de Zapatero junto con Francias, Marruecos y los amigos de la puta ETA",No violence,negative,no hateful,no targeted,no aggressive
"@Wilde28281766 Anda pasa, que lo vuelvo a fregar. Cuidado no te resbales😉😉",No violence,neutral,no hateful,no targeted,no aggressive
"Bolsonaro tilda de “mocosa” a Thunberg, tras sus dichos sobre atentado https://t.co/Rj5SXbHwMe   No han entendido que a Greta no la pueden callar, su formación ideológica , tiene transcendencia a todas las generaciones.",No violence,negative,no hateful,no targeted,no aggressive
"Lo peor del cambio climático es que vuelven los vídeos de la gente en la playa con la puta canción de Sunset Lover. Greta Thunberg, por favor para esto.",No violence,negative,no hateful,no targeted,no aggressive
"Greta Thunberg entre las 10 personas más importantes de la ciencia del 2019. Estamos gilipollas? Que sí, que es una niña que mira muy mal a los políticos y dice que nos vamos a cargar el planeta, nada nuevo. Y la comparamos con físicos y médicos? Dejad la droga porfa",No violence,negative,no hateful,no targeted,no aggressive
"¡¡ POR UN 2020 LIBRE DE VIOLENCIA MACHISTA !!
https://t.co/shdlNJKYzL  
https://t.co/N763fK0kCg https://t.co/6MUxLZA8HI",No violence,neutral,no hateful,no targeted,no aggressive
No conocéis a ninguna de las dos pero tenéis muy claro que a Greta Thunberg (16) la están utilizando y le han destrozado la infancia y la violada por los del Arandina (15) es una zorra que sabía dónde se metía... son niñas o adultas según lo que os interese ¿no?,No violence,negative,no hateful,no targeted,no aggressive
"#Internacional |  “Es impresionante que la prensa le dé espacio a una mocosa como ella”

Así se refirió el presidente brasileño @jairbolsonaro a @GretaThunberg, luego de que la  activista sueca condenara el asesinato de indígenas en el Amazonas.

@GiovanniCelisS https://t.co/FfAKanF6eH",No violence,negative,no hateful,no targeted,no aggressive
"Aguado se une a quienes critican a Greta Thunberg: ""Contra el cambio climático no se lucha viniendo en catamarán"" https://t.co/AhTQjWfACo #Cop25Madrid2019",No violence,neutral,no hateful,no targeted,no aggressive
"Jair Bolsonaro reacciona contra Greta Thunberg y la llama ""mocosa"" https://t.co/5M29L4EUXl https://t.co/ci1de9tLuH",No violence,negative,hateful,targeted,aggressive
"@1programamas De todo menos de política, feminismo o machismo y ese tipo de cosas.
OJO que están preguntando",No violence,negative,no hateful,no targeted,no aggressive
"Jair Bolsonaro tildó de “mocosa” a Greta Thunberg y cuestionó a la prensa por darle tribuna.
https://t.co/ve8WqMFB1m https://t.co/ZFXIXGD5CS",No violence,negative,no hateful,no targeted,no aggressive
"@Hrzernott @hcorralt Vergonzoso que personas de la tercera edad, no hayan aprendido nada en la vida.
Más que ajustarse a un sistema machista  tratando de verse dignas, y jóvenes sin exito evidente.
Es como decir que su marido la engaña,
Porque LO DESCUIDO ""LA VIEJITA"". 
Argumentos prejuiciosos. https://t.co/uwnm7eMzE2",No violence,negative,no hateful,no targeted,no aggressive
A fregar otra vez 😪 dia-blazo,No violence,negative,no hateful,no targeted,no aggressive
"@SoyFheer @acastagne Jamás lo hicieron, el fue de los primeros en empezar a fregar",No violence,negative,no hateful,no targeted,no aggressive
"@ninahojas Igual la cosa es que esto de el feminismo y sororidad es un aprendizaje en muchos niveles, una tiene que trabajar la sororidad en tantos planos que aveces se escapan algunos, igual hay gente que no ha aprendido nada, pero por algo se empieza.",No violence,neutral,no hateful,no targeted,no aggressive
@dudumagalhaes7 machista,No violence,negative,no hateful,no targeted,no aggressive
"Bolsonaro llama ‘mocosa’ a la activista Greta Thunberg
#Brasil #Amazonia #Pirralha #Bolsonaro #Indigenas
https://t.co/0K8Ej2fMgG",No violence,negative,no hateful,no targeted,no aggressive
"cuando salgo de bañarme me encuentro a mi perra esperándome con su peluche en la puerta, me muero de amor con Greta 💕",No violence,positive,no hateful,no targeted,no aggressive
"El feminismo está siendo destruido por la política de la identidad, cuyo ariete, el seudo feminismo queer, ha logrado en muchos lugares del mundo desplazar a la mujer de su lugar central.  https://t.co/vzXknuHLT6",No violence,negative,no hateful,no targeted,no aggressive
Dios el cantante de greta van fleet que hijo de putA lo quiero invitar a tomar una pinta,No violence,negative,no hateful,no targeted,no aggressive
"@LaFallaras Estoy herrado si pienso q España es 1 país de puteros? Espero q se olviden del hijos de puta, NO es correcto, bon dia Cristina como ves me he levantado bastante espreso y muy asqueado de tanto españolito de bien",No violence,negative,no hateful,no targeted,no aggressive
Estoy considerando seriamente dejar la universidad un tiempo para escribir aunque sea UNA novela erotica que NO sea patriarcal y machista,No violence,negative,no hateful,no targeted,no aggressive
"No puedo explicarme tanto odio contra una joven activista cuyo único delito es su compromiso con la lucha por el futuro de este Planeta 🌍 👉🏽 Histérica, marioneta y majareta: los insultos que hombres dedican a Greta Thunberg en Twitter
 -  https://t.co/2SmPz0zAjv",No violence,negative,hateful,targeted,aggressive
La COP de los jóvenes: la llama que prendió la activista Greta Thunberg brilla en la Cumbre del Clima https://t.co/94GpMTgixb Por @martaborraz #COP25 https://t.co/7Mmu67XTSr,No violence,neutral,no hateful,no targeted,no aggressive
"@DeBlackCrabb @YouTube La Biblia es un libro ABERRANTE Y MACHISTA, q promueve la esclavitud (deuteronomio 15/12), peor aún permite vender a una hija como esclava sexual (éxodo 21/7,11),  y aún peor si un hombre Viola una mujer esta esta obligada a casarse con ese hombre (Deuteronomio 22:28-29).",No violence,negative,no hateful,no targeted,no aggressive
Confirmado: Greta Thunberg estará en la marcha climática de este viernes en Madrid https://t.co/UpBhQixSne https://t.co/4rZtTCsoAQ,No violence,neutral,no hateful,no targeted,no aggressive
@SinlineaMx Mira Alfaro te van a fregar por tonto y hacer tonterías,No violence,negative,no hateful,no targeted,no aggressive
Don Lengua | La información veraz sin censura : Bolsonaro le dio con todo a Greta y la calificó como una Mocosa https://t.co/fDSwqtoHmw,No violence,negative,no hateful,no targeted,no aggressive
"¿Cómo insultan l@s negacionistas del Cambio climático a Greta? (Que además son l@s machistas de siempre):

Hombres: estúpida, histérica, puta y majareta.

Mujeres: Niñata, loca y patética.

 https://t.co/9xQhnKNuhw",No violence,negative,hateful,targeted,aggressive
Disciplinaria sanciona a jugadores del América que se burlaron de Performance Feminista https://t.co/JhVfQkiaxA,No violence,neutral,no hateful,no targeted,no aggressive
"Voy a decir algo polémico y triste ahre hace un montón ya no me siento identificada con el feminismo, pero creo que estamos retomando el camino 💚",No violence,neutral,no hateful,no targeted,no aggressive
"#NACIONALES Estuardo Enrique Mérida Sánchez, de 39 años, fue detenido en El Estor, Izabal. Es sindicado de abusar sexualmente de dos menores de edad, de 10 y 14 años.
https://t.co/RTNsCinQdX",No violence,negative,no hateful,no targeted,no aggressive
.@jairbolsonaro llama “mocosa” a @GretaThunberg: https://t.co/pnyVC5ZDAF https://t.co/MYxW51ocV2,No violence,neutral,hateful,targeted,aggressive
"Ya te tengo tu regalo de Navidad , No la vayas a fregar",No violence,negative,no hateful,no targeted,no aggressive
"El colectivo chileno LasTesis celebró que mujeres alcen la voz con su performance de protesta ""Un violador en tu camino"". https://t.co/n6bCgmsBJb",No violence,negative,no hateful,no targeted,no aggressive
"@jatirado Dar al Cesar lo que es del Cesar y a Dios lo que es de Dios. Debería hablar del paro, de la exploración, de la inmigración, del racismo, del machismo, de los abusos y agresiones sexuales .. todo ello males contrarios al Evangelio, y no de quien gobierna.",No violence,negative,no hateful,no targeted,no aggressive
Salí del examen final y cuando me puse a fregar empecé a cantar a los gritos chop Suey! De System of a Down. Oficialmente VA CA CIO NES,No violence,neutral,no hateful,no targeted,no aggressive
"Enésimo ej. de que en #España solo adoctrinan los que, aún por encima, se inventan #adoctrinamientos inexistentes: https://t.co/RR4PZdt9Sy  ,  https://t.co/Z6Vc44qeNr  #adoctrinamiento #derecha",No violence,negative,no hateful,no targeted,no aggressive
#Internacional Bolsonaro llama 'mocosa' a Greta Thunberg https://t.co/jukOV4QYUM https://t.co/MQVsq9yCF3,No violence,negative,no hateful,no targeted,no aggressive
"estoy tranquila cuando de la nada me acuerdo como se vienen cagando en el trabajo de la puta madre de greta, no nominandola ni siquiera los odio a todos",No violence,negative,no hateful,no targeted,no aggressive
@chidalgotv @HectorYepezM @elnoticierotc @Winterproducer @gustavomerino @KarenHaro_R @fezcurram Por favor NO especificar si es con la Primerisa o la Alterna ... no la vayan a fregar.,No violence,negative,no hateful,no targeted,no aggressive
"Dedicado a Greta Thunberg y los imbéciles que la mantienen:
Los ecologistas pertenecen al grupo de los timadores históricos: astrólogos, curanderos, trileros, cuentacuentos y vendedores de crecepelo. solo pretenden vivir de puta madre... #Masby
► https://t.co/BIScTErzYY
.",No violence,negative,no hateful,no targeted,no aggressive
"El tercer insulto más veces dedicado a Greta Thumberg por parte de los tuiteros (hombres) españoles es, atención, PUTA.
A los 16 años no puede ser juguete roto ni niña asperger explotada, pero sí puta https://t.co/ZxCGvDeIyp",No violence,negative,hateful,targeted,aggressive
"Después de leer la verdad de lo ocurrido con la niña , no pienso en feminista ni nada ..
Sólo quiero escuchar la sentencia para ese par de monstruos de padres 😭 .
La pena máxima y que la justicia divina caiga en esos dos criminales.
Casos que nunca entenderé y que duelen https://t.co/vFbmb8WQrb",No violence,negative,no hateful,no targeted,no aggressive
"Wow Greta hizo una cosa súper pendeja y equis reaccionando a algo igual de pendejo y equis, qué valiente, qué astuta. https://t.co/WWgWBhA2Fp",No violence,negative,no hateful,no targeted,no aggressive
"¿Por qué los hombres utilizan más el insulto de ""histérica""? ¿Será porque denota machismo? Histérica, marioneta y majareta: los insultos que hombres dedican a Greta Thunberg en Twitter https://t.co/UJ4HhPAPLS vía @elpais_tec",No violence,negative,no hateful,no targeted,no aggressive
"#10Dic La activista Greta Thunberg, que asiste a la Cumbre del Clima de Madrid (COP25), fue tildada este martes de ""mocosa"" (""pirralha"") por el presidente brasileno, Jair Bolsonaro https://t.co/Sw06kMQqxI #mobilsocial",No violence,neutral,no hateful,no targeted,no aggressive
"“Intentan silenciarnos de forma desesperada, pero vamos a seguir avanzando”, Greta Thunberg. Será una pobre adolescente manipulada, pero se le da de vicio tomar por gilipollas al personal, casi mejor que hacer pellas. https://t.co/VP6Y2yV92h",No violence,negative,hateful,targeted,aggressive
"Imaginad que en el anuncio de @TarradellasCasa, Greta hiciera de la niña que está ""in love"" con la puta casa.",No violence,negative,no hateful,no targeted,no aggressive
"@alvarohcrm @elespectador @PGN_COL @GretaThunberg Lo que dices es como si dijeras que hay que ser idiota para adorar a Uribe por sobre todas las cosas, por sobre la familia, los amigos, la novia y perder la libertad de cuestionar y pensar por la fe ciega en un humano falible como cualquiera. No digo que seas tú. Admiro a Greta.",No violence,negative,no hateful,no targeted,no aggressive
"@LeoSuarez00 @JMilei @GretaThunberg No necesito ser una celebridad para que te molestes en averiguar el motivo por el cual no he contestado.

Quiza piensas que, como tú no tienes nada que hacer con tu perra vida, nadie mas tiene quehacer.

Ten huevos y no disgregues la discusión.

https://t.co/V1dgoPdmRd",No violence,negative,no hateful,no targeted,no aggressive
Jair Bolsonaro llamó “mocosa” a Greta Thunberg y así reaccionó la chama - https://t.co/G5X35DhgxS https://t.co/DcIzPjscvB,No violence,neutral,no hateful,no targeted,no aggressive
Mujercitas es una soberana película. Que Greta Gerwig no esté entre las nominadas a mejor directora es una puta vergüenza. A sus pies señora Gerwig.,No violence,negative,no hateful,no targeted,no aggressive
En pleno 2020 y todavía hay gente que defiende que “a fregar” “a hacer la cena” son cosas muy graciosas. Seguro que sois los mismos que tenéis los santísimos cojones/ ovarios de decir que la comedia femenina de @PennyJayG @RiotComedyFem es una mierda. Que tiernos que sois https://t.co/56viccjlkK,No violence,negative,no hateful,no targeted,no aggressive
"Top story: Vox y HazteOir cargan contra el profesor que organizó la actividad sobre violencia machista y alaban a los padres denunciantes https://t.co/wvmZsdoswM, see more https://t.co/7Ftid0jNcn",No violence,negative,no hateful,no targeted,no aggressive
@publico_es @P_Feminista Cada vez veo menos diferencias con La razón,No violence,negative,no hateful,no targeted,no aggressive
"Jair Bolsonaro (@jairbolsonaro) llamó ""mocosa"" a Greta Thunberg (@GretaThunberg) https://t.co/V1g5KhGfoi #11Dic https://t.co/wxVS8Fkmjk",No violence,neutral,no hateful,no targeted,no aggressive
"No puedo creer que a la gente le afecte tanto una pintura, también nos damos cuenta lo machista que es México, ahora si, esos pendejos no me representan como mexicano",No violence,negative,no hateful,no targeted,no aggressive
"@pameladante_ Algo así me paso a mi luego de que pase interno por mas de 2 meses en el hospital de diagnostico me di cuenta a quien le importaba y a quien no, quienes eran amigos y quienes estaban solo para salir a fregar https://t.co/Pqv9jVXzOn",No violence,neutral,no hateful,no targeted,no aggressive
"@AlbertoRavell Se les ha advertido mil veces y desperdician el apoyo popular con diálogos, guaido se mando a fregar el mismo, no les da sospecha q cuando no pudo pasar Ramos Allup lo invitara a la cede de AD para una reunion Y justo en ese momento vino la juramentacion de Parra?",No violence,negative,no hateful,no targeted,no aggressive
"¿El feminismo busca poner los derechos de las mujeres por encima de los derechos de los hombres? Conoce de donde viene esta interrogante y la respuesta que le da Tania Lizbeth Meléndez Elizalde, especialista en perspectiva de género https://t.co/AfoS1uCSC4",No violence,neutral,no hateful,no targeted,no aggressive
@HenriFalconLara el violador eres tu,No violence,neutral,no hateful,no targeted,no aggressive
“En Arabia Saudí es delito ser homosexual o feminista” https://t.co/iwDV8TJY5d #sports,No violence,negative,no hateful,no targeted,no aggressive
"La CIDH demanda la creación de un Grupo Internacional de Expertos Independientes, para investigar las graves violaciones a los derechos humanos durante la crisis post electoral que dejó 36 muertos en Bolivia.
https://t.co/m7lRPH86SG",No violence,negative,no hateful,no targeted,no aggressive
"""Es impresionante que la prensa le dé espacio a una mocosa como ella"", dijo el presidente de Brasil, @jairbolsonaro sobre la activista @GretaThunberg 👉 https://t.co/GcSzPJnvmp https://t.co/i4axKRBlqw",No violence,negative,no hateful,no targeted,no aggressive
"Los hombres odian a Greta: «Histérica», «estúpida» y «puta» son los insultos que recibe por parte de varones adultos https://t.co/03GOSrJV5B vía @spanishrevorg",No violence,negative,hateful,targeted,aggressive
"El presidente de Brasil, Jair Bolsonaro, cuestionó cómo pueden los medios de comunicación dar espacio a una ""mocosa"" como Greta Thunberg.
https://t.co/7gkLdYisUx",No violence,negative,no hateful,no targeted,no aggressive
Mi máxima condena a este machista  y repulsivo concejal #Dimisión #Ador https://t.co/VufoydDndu,No violence,negative,no hateful,no targeted,no aggressive
"Destaquemos que Mediaset cancela Gran Hermano por la huida de los anunciantes, no por la violación en sí. Además, en las fechas que estaban previstas para GH optarán por una edición de Supervivientes. Mismo perro, distinto collar. No hay victoria televisiva... https://t.co/9VqN03reXp",No violence,neutral,no hateful,no targeted,no aggressive
"El coche con el que Greta Thunberg se mueve por Madrid: eléctrico, asequible y «español» https://t.co/JwvK6jlWSF",No violence,positive,no hateful,no targeted,no aggressive
@jazfwolf Que el padre mantenga a la familia lo hace más machista no?,No violence,neutral,no hateful,no targeted,no aggressive
"No le podemos poner “feminista” a todo lo que hacemos, que genial sería fuera tan fácil que hubiera congruencia entre la teoría, lo que somos y nuestra praxis.",No violence,neutral,no hateful,no targeted,no aggressive
"""Una mocosa"": Greta Thunberg acude a la ironía para responder a Bolsonaro https://t.co/U6EpemUvtB",No violence,negative,hateful,no targeted,no aggressive
"Mi abuela: comentario racista, comentario fascista, comentario machista...

Yo: y... sabes que han quitado gran hermano PARA SIEMPRE",No violence,negative,no hateful,no targeted,no aggressive
@LaFallaras O es hablar sin tener ni puta idea en este caso. Salvo que hayas preguntado al entorno más cercano,No violence,neutral,no hateful,no targeted,no aggressive
"Che entre Greta, Tuli, Belen y Lula no se con cual me quedo dios que cositas del bien la puta madre 🤤",No violence,positive,no hateful,no targeted,no aggressive
"@LaFallaras Ni puta idea, Cristina.",No violence,negative,no hateful,no targeted,no aggressive
La primera vez que mi mamá me puso a fregar le rompí como dos platos y esa también fue la última 😂,No violence,neutral,no hateful,no targeted,no aggressive
